ID,Description,Cell,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalues,rank,leading_edge_1,leading_edge_2,leading_edge_3,core_enrichment
HALLMARK_OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Subtype_1.2,182,0.183044862,0.690208937,0.981981982,0.994444444,0.774619883,3267,tags=27%, list=26%, signal=20%,SURF1/NDUFS7/OAT/AFG3L2/MFN2/SDHA/SUCLG1/CYB5A/ABCB7/SUPV3L1/COX5B/NDUFS3/MTRR/ISCU/COX7A2L/MRPS30/UQCRC2/COX6C/COX6A1/ETFB/NDUFS6/NDUFS8/PDHA1/NDUFA7/DLST/TIMM50/ATP6V0E1/PHB2/COX7A2/COX7B/HADHB/OPA1/UQCRH/GOT2/SLC25A5/UQCRC1/HSPA9/ATP6V0C/MTX2/CYC1/NQO2/MRPL11/OGDH/LRPPRC/SLC25A3/RHOT2/VDAC2/GLUD1/COX6B1
HALLMARK_PI3K_AKT_MTOR_SIGNALING,HALLMARK_PI3K_AKT_MTOR_SIGNALING,Subtype_1.2,85,0.176731298,0.604810282,0.988902589,0.994444444,0.774619883,3755,tags=25%, list=30%, signal=18%,SFN/IRAK4/HRAS/CAB39/CDKN1A/DAPP1/STAT2/ATF1/TIAM1/MKNK2/PTEN/EGFR/NOD1/MAP3K7/RIPK1/MAP2K3/RPS6KA3/RALB/PIN1/ECSIT/CDKN1B
HALLMARK_PROTEIN_SECRETION,HALLMARK_PROTEIN_SECRETION,Subtype_1.2,91,-0.14711133,-0.618267796,0.994444444,0.994444444,0.774619883,1378,tags=36%, list=11%, signal=33%,SEC24D/NAPG/PPT1/SSPN/YIPF6/BET1/RAB5A/MAPK1/ERGIC3/ARFIP1/AP2M1/SCAMP3/ICA1/KIF1B/ATP7A/TSG101/STAM/CTSC/ARCN1/COPB1/ABCA1/GOSR2/PAM/RER1/SOD1/NAPA/GNAS/RAB9A/ZW10/ARFGAP3/SCAMP1/GALC
HALLMARK_TNFA_SIGNALING_VIA_NFKB,HALLMARK_TNFA_SIGNALING_VIA_NFKB,OrgSubtype_1.2,168,0.463485032,1.878303513,0.001769912,0.012428536,0.009157869,1827,tags=35%, list=14%, signal=30%,IL1A/IL1B/SERPINB2/F3/LAMB3/AREG/PTGS2/F2RL1/PLAU/KLF4/PTGER4/IFIT2/CXCL1/TNFAIP3/ETS2/IRS2/G0S2/TRIP10/ICAM1/GCH1/IL23A/TNFAIP8/ZFP36/HES1/BMP2/IFIH1/PHLDA1/SAT1/MXD1/HBEGF/PANX1/CDKN1A/ATF3/IL18/DUSP4/SDC4/PHLDA2/LITAF/JUNB/PLAUR/JAG1/SPHK1/INHBA/LDLR/FOSB/VEGFA/EIF1/DUSP5/TNFAIP2/IRF1/PPP1R15A/B4GALT5/PDLIM5/MCL1/EHD1/GADD45A/BTG1/TNIP1
HALLMARK_P53_PATHWAY,HALLMARK_P53_PATHWAY,OrgSubtype_1.2,183,0.457536566,1.87978923,0.00177305,0.012428536,0.009157869,1960,tags=32%, list=15%, signal=28%,TNNI1/KRT17/IL1A/ST14/SFN/SERPINB5/TP63/TGFA/DEF6/KLF4/ITGB4/RRAD/CASP1/EPS8L2/CDKN2B/CDKN2A/EPHA2/TPD52L1/RAP2B/BAK1/PERP/CDK5R1/CD82/BMP2/JAG2/VDR/VAMP8/SAT1/FUCA1/SDC1/SLC19A2/MXD1/HBEGF/BLCAP/CDKN1A/ATF3/RXRA/DGKA/RETSAT/SPHK1/RPL36/GM2A/IFI30/TM7SF3/NUDT15/NOTCH1/TRAF4/FOXO3/DCXR/PPP1R15A/RB1/TOB1/EI24/GADD45A/BTG1/PRKAB1/TP53/WRAP73/HRAS
HALLMARK_ESTROGEN_RESPONSE_EARLY,HALLMARK_ESTROGEN_RESPONSE_EARLY,OrgSubtype_1.2,160,0.440837085,1.770946528,0.001788909,0.012428536,0.009157869,1433,tags=26%, list=11%, signal=24%,LAD1/SFN/KRT19/PTGES/AQP3/CLDN7/RAB17/ELF3/AREG/KRT13/KAZN/KLF4/P2RY2/RHOD/SCNN1A/KRT15/ZNF185/SLC7A5/SLC27A2/NRIP1/TPD52L1/KRT8/MREG/HES1/FDFT1/SLC19A2/WWC1/TPBG/ELF1/MAST4/FOXC1/RHOBTB3/SYT12/FASN/SEMA3B/DHRS3/SLC37A1/CELSR1/XBP1/KCNK5/TSKU/TBC1D30
HALLMARK_INFLAMMATORY_RESPONSE,HALLMARK_INFLAMMATORY_RESPONSE,OrgSubtype_1.2,105,0.47666402,1.795436065,0.001801802,0.012428536,0.009157869,1246,tags=28%, list=10%, signal=25%,IL1A/IL1B/F3/RNF144B/PTGER4/P2RY2/KCNMB2/GNA15/EREG/IL4R/MET/ICAM1/GCH1/CD82/ADRM1/CCR7/MXD1/HBEGF/TPBG/CDKN1A/PCDH7/IL18/TNFSF15/OSMR/PLAUR/SPHK1/MMP14/INHBA/LDLR
HALLMARK_APICAL_JUNCTION,HALLMARK_APICAL_JUNCTION,OrgSubtype_1.2,135,0.423500415,1.654245226,0.001805054,0.012428536,0.009157869,702,tags=20%, list=6%, signal=19%,COL17A1/LAMC2/RAC2/CLDN7/CDH1/LAMB3/JUP/MPZL2/IRS1/LIMA1/CDH3/PCDH1/MAPK13/ITGB4/GRB7/ITGA2/LAMA3/DLG1/CD274/ICAM1/FSCN1/DSC3/SYK/AMIGO2/CNN2/EGFR/MDK
HALLMARK_ESTROGEN_RESPONSE_LATE,HALLMARK_ESTROGEN_RESPONSE_LATE,OrgSubtype_1.2,150,0.441406068,1.746300657,0.001845018,0.012428536,0.009157869,921,tags=21%, list=7%, signal=19%,ST14/SFN/KRT19/PTGES/LAMC2/ASS1/TRIM29/CDH1/AREG/KRT13/PTPN6/AGR2/GJB3/PKP3/KLF4/SCNN1A/MAPK13/SLC7A5/SLC27A2/CAV1/NRIP1/TPD52L1/PERP/ZFP36/MEST/FDFT1/CD9/MDK/TPBG/TSPAN13/FOXC1
HALLMARK_ANGIOGENESIS,HALLMARK_ANGIOGENESIS,OrgSubtype_1.2,23,-0.696394125,-2.009947115,0.002087683,0.012428536,0.009157869,1009,tags=52%, list=8%, signal=48%,PGLYRP1/STC1/NRP1/TIMP1/S100A4/VTN/FSTL1/ITGAV/COL3A1/COL5A2/SPP1
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,OrgSubtype_1.2,144,-0.655546898,-2.648640885,0.002217295,0.012428536,0.009157869,1107,tags=47%, list=9%, signal=44%,MATN2/FGF2/DAB2/VCAN/COL7A1/TGFBR3/BMP1/LOXL2/CALU/SLIT2/TGFBI/TFPI2/PLOD1/THBS2/GEM/VEGFC/PFN2/ID2/CTGF/SNTB1/LOXL1/PLOD2/TIMP1/FBN1/ITGA5/MATN3/ITGB5/CAP2/PTX3/ANPEP/ENO2/LOX/LGALS1/FERMT2/FSTL3/TNC/SERPINE1/TPM1/COL5A1/FSTL1/CDH2/ITGAV/WNT5A/SGCB/GJA1/NNMT/APLP1/COL4A1/IGFBP4/COL3A1/PMP22/HTRA1/DPYSL3/COL4A2/COL5A2/SERPINE2/COL6A2/TIMP3/VIM/MYL9/SPP1/TPM2/EDIL3/SPARC/BASP1/FN1/IGFBP2
HALLMARK_HYPOXIA,HALLMARK_HYPOXIA,OrgSubtype_1.2,158,-0.370101218,-1.509613792,0.002237136,0.012428536,0.009157869,689,tags=16%, list=5%, signal=16%,RRAGD/TGFBI/ILVBL/CITED2/PPP1R3C/STC1/HAS1/GBE1/CHST3/CTGF/S100A4/ENO2/PRKCA/SDC3/LOX/SLC2A3/SERPINE1/COL5A1/SAP30/GPC4/IGFBP1/CA12/HMOX1/SDC2/STC2
HALLMARK_KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,OrgSubtype_1.2,111,0.437934899,1.650205066,0.003642987,0.017364126,0.012794619,1443,tags=31%, list=11%, signal=27%,LCP1/GALNT3/IL1B/PLEK2/JUP/PTGS2/ANO1/MPZL2/F2RL1/MAP7/PLAU/KLF4/ADAM8/ITGA2/EREG/TNFAIP3/G0S2/ALDH1A3/BMP2/TSPAN1/ITGB2/EMP1/FUCA1/MAP3K1/HBEGF/DUSP6/TSPAN13/PLAUR/SEMA3B/INHBA/TRIB2/GPRC5B/MALL/ARG1
HALLMARK_COAGULATION,HALLMARK_COAGULATION,OrgSubtype_1.2,82,-0.489261881,-1.826082455,0.004329004,0.017364126,0.012794619,614,tags=23%, list=5%, signal=22%,CAPN5/CRIP2/DPP4/TMPRSS6/CLU/TIMP1/FBN1/CFH/C1R/A2M/SERPINE1/PROS1/MMP9/HTRA1/TIMP3/C1S/SPARC/FN1
HALLMARK_XENOBIOTIC_METABOLISM,HALLMARK_XENOBIOTIC_METABOLISM,OrgSubtype_1.2,136,-0.400772069,-1.60739062,0.004454343,0.017364126,0.012794619,1025,tags=23%, list=8%, signal=21%,FAH/GSR/NINJ1/PAPSS2/CYFIP2/PYCR1/RAP1GAP/CBR1/PTGR1/ID2/PEMT/ALDH2/UGDH/TGFB2/GSTM4/DDT/NQO1/PGD/PMM1/IL1R1/VTN/BLVRB/SERPINE1/PROS1/IGFBP1/IGFBP4/AKR1C3/HMOX1/BCAT1/ABCC3
HALLMARK_MYOGENESIS,HALLMARK_MYOGENESIS,OrgSubtype_1.2,122,-0.405064171,-1.599274984,0.004514673,0.017364126,0.012794619,2419,tags=38%, list=19%, signal=31%,HDAC5/SPEG/APP/GAA/AKT2/TSC2/COL1A1/TAGLN/KCNH1/GABARAPL2/TPM3/WWTR1/ST5/SMTN/PDLIM7/AEBP1/SORBS3/TGFB1/CNN3/SSPN/FGF2/SVIL/MAPRE3/MYL6B/DMPK/PDE4DIP/CRAT/CDH13/PPP1R3C/CKB/SH3BGR/CLU/MAPK12/ITGB5/MRAS/NQO1/TNNT1/BIN1/FHL1/COL3A1/COL4A2/COL6A2/TPM2/SPARC/STC2
HALLMARK_UV_RESPONSE_DN,HALLMARK_UV_RESPONSE_DN,OrgSubtype_1.2,121,-0.378412695,-1.493279239,0.008988764,0.030248034,0.022288025,2238,tags=29%, list=18%, signal=24%,COL1A1/SRI/ACVR2A/PEX14/SYNE1/MTA1/SFMBT1/BMPR1A/ATRX/ZMIZ1/LTBP1/AKT3/KCNMA1/CDC42BPA/DAB2/TGFBR3/SYNJ2/EFEMP1/PLCB4/CITED2/ATP2B4/NRP1/PTPRM/CAP2/PRKCA/TFPI/SERPINE1/MAP1B/GJA1/PRKAR2B/COL3A1/PMP22/COL5A2/SDC2
HALLMARK_INTERFERON_GAMMA_RESPONSE,HALLMARK_INTERFERON_GAMMA_RESPONSE,OrgSubtype_1.2,144,0.37712692,1.486510197,0.00907441,0.030248034,0.022288025,1994,tags=29%, list=16%, signal=25%,PTPN6/PTGS2/IFIT2/KLRK1/FCGR1A/CASP1/CD74/IFIT3/TNFAIP3/HERC6/MT2A/IL4R/CD274/ICAM1/VAMP5/CASP4/GCH1/IFIH1/OAS3/VAMP8/GPR18/CDKN1A/PNP/DDX60/STAT2/IFI30/OAS2/PLSCR1/IL18BP/PELI1/PIM1/IFIT1/TNFAIP2/IRF1/MX1/HELZ2/IRF5/PSMA2/BTG1/MYD88/TRIM14/TRIM25
HALLMARK_HEDGEHOG_SIGNALING,HALLMARK_HEDGEHOG_SIGNALING,OrgSubtype_1.2,22,-0.51045462,-1.458024168,0.073221757,0.228817992,0.168602731,556,tags=23%, list=4%, signal=22%,NRP1/DPYSL2/NRP2/CRMP1
HALLMARK_INTERFERON_ALPHA_RESPONSE,HALLMARK_INTERFERON_ALPHA_RESPONSE,OrgSubtype_1.2,75,0.366652662,1.318351259,0.083487941,0.245552767,0.180933617,1994,tags=27%, list=16%, signal=23%,SAMD9/IFIT2/CASP1/CD74/IFIT3/HERC6/IL4R/IFIH1/ELF1/DDX60/STAT2/IFI30/PLSCR1/IRF1/MX1/HELZ2/PARP9/MOV10/TRIM14/TRIM25
HALLMARK_APOPTOSIS,HALLMARK_APOPTOSIS,OrgSubtype_1.2,130,0.321322943,1.246162362,0.092391304,0.256642512,0.189105009,2587,tags=32%, list=20%, signal=25%,IL1A/IL1B/GNA15/ERBB3/BCL10/CASP1/EREG/CAV1/CASP4/GCH1/GPX3/BMP2/EMP1/BCL2L1/SAT1/CDKN1A/ATF3/IL18/RETSAT/LGALS3/BIK/IGFBP6/PSEN1/EBP/IRF1/MCL1/GADD45A/PMAIP1/H1F0/PAK1/WEE1/ANKH/MADD/BIRC3/TNFSF10/CTNNB1/NEDD9/CCND1/SC5D/BCAP31/PSEN2
HALLMARK_BILE_ACID_METABOLISM,HALLMARK_BILE_ACID_METABOLISM,OrgSubtype_1.2,70,-0.344451426,-1.261442468,0.104384134,0.274695088,0.202406907,2250,tags=30%, list=18%, signal=25%,ATXN1/ABCA1/GCLM/EFHC1/BMP6/MLYCD/SLC35B2/SOD1/DIO1/PEX6/FADS2/ABCA3/FDXR/PEX1/PECR/IDH2/ABCA2/ABCA4/ACSL5/SLC27A5
HALLMARK_TGF_BETA_SIGNALING,HALLMARK_TGF_BETA_SIGNALING,OrgSubtype_1.2,52,-0.373676828,-1.277427146,0.119565217,0.298913043,0.220251716,3142,tags=42%, list=25%, signal=32%,SMAD6/SMAD7/SKI/RHOA/PMEPA1/CDK9/HIPK2/SMAD1/IFNGR2/BMPR1A/WWTR1/TGIF1/TGFB1/SMURF2/KLF10/ID2/ACVR1/ID3/SERPINE1/RAB31/NOG
HALLMARK_UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,OrgSubtype_1.2,124,0.313246549,1.206575743,0.142095915,0.327600328,0.241389715,1919,tags=24%, list=15%, signal=21%,AQP3/EPCAM/RRAD/CDKN2B/MAOA/CREG1/ICAM1/GCH1/BAK1/GPX3/BMP2/PRKCD/ATF3/SLC6A8/CHRNA5/MARK2/JUNB/CLTB/MMP14/NAT1/FOSB/SPR/IRF1/PPP1R2/AGO2/ASNS/BTG1/CLCN2/RAB27A/TARS
HALLMARK_GLYCOLYSIS,HALLMARK_GLYCOLYSIS,OrgSubtype_1.2,171,-0.284027539,-1.176063735,0.144144144,0.327600328,0.241389715,2880,tags=30%, list=23%, signal=24%,GPC1/AK3/PGAM2/FUT8/ADORA2B/DPYSL4/SRD5A3/GUSB/PFKP/PDK3/HDLBP/TPST1/TSTA3/SLC37A4/SLC16A3/RPE/CTH/EXT2/PGK1/GNE/SOD1/GCLC/B4GALT7/CHST12/MDH2/G6PD/B3GAT3/ME2/SPAG4/VCAN/P4HA2/SLC25A10/GMPPA/PAM/PGLS/CHPF2/RRAGD/TGFBI/CAPN5/PLOD1/IDUA/CITED2/STC1/PLOD2/ENO2/SDC3/COL5A1/SAP30/GPC4/SDC2/STC2
HALLMARK_COMPLEMENT,HALLMARK_COMPLEMENT,OrgSubtype_1.2,137,-0.285070798,-1.146973831,0.17699115,0.37266523,0.274595433,614,tags=12%, list=5%, signal=11%,CDH13/DPP4/TMPRSS6/CTSL/CLU/TIMP1/CFH/C1R/ANXA5/SERPINE1/DOCK10/ZEB1/COL4A2/C1S/FN1
HALLMARK_REACTIVE_OXIGEN_SPECIES_PATHWAY,HALLMARK_REACTIVE_OXIGEN_SPECIES_PATHWAY,OrgSubtype_1.2,44,-0.364182916,-1.205098751,0.17887931,0.37266523,0.274595433,2694,tags=43%, list=21%, signal=34%,TXNRD1/PFKP/SOD2/ABCC1/NDUFA6/GLRX2/GCLM/SOD1/GCLC/PRDX4/FTL/NDUFS2/G6PD/NDUFB4/GSR/STK25/EGLN2/NQO1
HALLMARK_ANDROGEN_RESPONSE,HALLMARK_ANDROGEN_RESPONSE,OrgSubtype_1.2,89,0.292336241,1.070625056,0.31809872,0.599655447,0.441851382,2467,tags=26%, list=19%, signal=21%,KRT19/MAP7/HMGCS1/KRT8/TNFAIP8/ALDH1A3/ADRM1/SAT1/SCD/PTK2B/ACSL3/PDLIM5/SLC38A2/SORD/MERTK/AKAP12/HERC3/H1F0/ANKH/CDK6/ABCC4/GPD1L/CCND1
HALLMARK_KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,OrgSubtype_1.2,77,-0.286624224,-1.057144565,0.324675325,0.599655447,0.441851382,2185,tags=23%, list=17%, signal=19%,MTHFR/SLC6A14/IFI44L/H2AFY2/PDE6B/MAST3/PTPRJ/GP1BA/MAGIX/GAMT/IDUA/AKR1B10/SYNPO/TGFB2/SHOX2/MYOT/IGFBP2
HALLMARK_CHOLESTEROL_HOMEOSTASIS,HALLMARK_CHOLESTEROL_HOMEOSTASIS,OrgSubtype_1.2,69,0.308221336,1.080682408,0.330783939,0.599655447,0.441851382,1635,tags=25%, list=13%, signal=22%,MAL2/HMGCS1/PPARG/FDFT1/CD9/ATF3/SCD/FASN/PLAUR/SEMA3B/JAG1/PLSCR1/LGALS3/LDLR/ALCAM/EBP/ANTXR2
HALLMARK_WNT_BETA_CATENIN_SIGNALING,HALLMARK_WNT_BETA_CATENIN_SIGNALING,OrgSubtype_1.2,28,0.37045466,1.092468525,0.33580705,0.599655447,0.441851382,2587,tags=32%, list=20%, signal=26%,JAG2/DKK1/JAG1/NOTCH1/TP53/PPARD/NUMB/CTNNB1/PSEN2
HALLMARK_FATTY_ACID_METABOLISM,HALLMARK_FATTY_ACID_METABOLISM,OrgSubtype_1.2,128,-0.263259272,-1.043848162,0.351230425,0.605569698,0.446209251,1997,tags=20%, list=16%, signal=17%,SUCLG2/ACADVL/MLYCD/ELOVL5/PCBD1/ECI1/ACADM/MDH2/HADH/UROD/ACAA2/CPT1A/UROS/BLVRA/ECI2/CRAT/AADAT/CBR1/UGDH/ACSL5/ENO2/ACOT8/PTPRG/D2HGDH/LGALS1
HALLMARK_APICAL_SURFACE,HALLMARK_APICAL_SURFACE,OrgSubtype_1.2,27,-0.350862754,-1.051720615,0.387096774,0.64516129,0.475382003,1415,tags=30%, list=11%, signal=26%,FLOT2/MDGA1/SRPX/SLC34A3/GSTM3/EFNA5/HSPB1
HALLMARK_ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,OrgSubtype_1.2,94,0.277424964,1.02176376,0.414364641,0.668330066,0.492453733,1084,tags=16%, list=9%, signal=15%,IL1B/PTPN6/BCL10/CD74/EREG/CDKN2A/IL4R/ICAM1/ITGB2/EGFR/CAPG/IL16/IL18/RPL39/RPL9
HALLMARK_ADIPOGENESIS,HALLMARK_ADIPOGENESIS,OrgSubtype_1.2,173,-0.240852324,-0.996245141,0.478555305,0.739260739,0.544718439,1925,tags=18%, list=15%, signal=16%,MARC2/ABCA1/SCARB1/UQCR11/TANK/SOD1/ACADM/PHLDB1/CD151/ABCB8/MDH2/HADH/SSPN/ARL4A/DNAJC15/SLC25A10/FAH/DNAJB9/UQCRQ/UCK1/ACAA2/CRAT/GBE1/PEMT/ALDH2/DDT/SLC27A1/ANGPT1/CDKN2C/LAMA4/COL4A1
HALLMARK_PEROXISOME,HALLMARK_PEROXISOME,OrgSubtype_1.2,85,-0.261849186,-0.981688224,0.487912088,0.739260739,0.544718439,2357,tags=28%, list=19%, signal=23%,SOD2/CTBP1/MVP/HSD17B11/ATXN1/PEX14/SLC25A19/SLC25A4/MLYCD/ELOVL5/SLC35B2/SOD1/DIO1/FIS1/PEX6/PEX11B/IDH2/ECI2/CRAT/SIAH1/ACSL5/SEMA3C/ACOT8
HALLMARK_IL2_STAT5_SIGNALING,HALLMARK_IL2_STAT5_SIGNALING,OrgSubtype_1.2,133,0.248731038,0.968476994,0.526315789,0.771784716,0.568683475,1612,tags=21%, list=13%, signal=19%,IRF6/IL4R/PRKCH/NFKBIZ/BMP2/EMP1/PHLDA1/BCL2L1/CDCP1/SCN9A/CAPG/SH3BGRL2/MXD1/SYNGR2/ITGA6/NOP2/PNP/NT5E/HK2/DHRS3/PLSCR1/XBP1/PDCD2L/AHNAK/PIM1/ALCAM/PLEC/UCK2
HALLMARK_PI3K_AKT_MTOR_SIGNALING,HALLMARK_PI3K_AKT_MTOR_SIGNALING,OrgSubtype_1.2,85,0.263463813,0.960350427,0.550274223,0.771784716,0.568683475,2092,tags=15%, list=16%, signal=13%,SFN/DAPP1/EGFR/RPS6KA1/CDKN1A/STAT2/CAB39/MKNK1/PLA2G12A/MYD88/HRAS/TIAM1/YWHAB
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,OrgSubtype_1.2,108,-0.245217225,-0.94927557,0.563192905,0.771784716,0.568683475,933,tags=9%, list=7%, signal=9%,H2AFX/WIPI1/EXOSC5/EXOSC4/SLC1A4/PSAT1/TUBB2A/IGFBP1/STC2
HALLMARK_NOTCH_SIGNALING,HALLMARK_NOTCH_SIGNALING,OrgSubtype_1.2,29,-0.305521392,-0.927566925,0.57112069,0.771784716,0.568683475,667,tags=21%, list=5%, signal=20%,FZD1/PRKCA/FZD7/SAP30/WNT5A
HALLMARK_HEME_METABOLISM,HALLMARK_HEME_METABOLISM,OrgSubtype_1.2,158,0.235451833,0.941666994,0.618018018,0.813181603,0.599186444,2660,tags=25%, list=21%, signal=20%,TSPO2/AQP3/ABCG2/RIOK3/DMTN/C3/SPTB/ANK1/SLC6A8/CAT/ISCA1/NUDT4/KLF3/FBXO34/DAAM1/GLRX5/DCAF11/FOXO3/ENDOD1/ASNS/SLC6A9/SLC30A1/H1F0/RHD/TOP1/IGSF3/SIDT2/XK/BSG/EIF2AK1/BMP2K/ATP6V0A1/CDR2/CTNS/PICALM/MAP2K3/GMPS/SLC11A2/ATG4A
HALLMARK_IL6_JAK_STAT3_SIGNALING,HALLMARK_IL6_JAK_STAT3_SIGNALING,OrgSubtype_1.2,50,0.27232712,0.89869004,0.637707948,0.817574293,0.602423163,1056,tags=16%, list=8%, signal=15%,IL1B/LTBR/CXCL1/IL4R/BAK1/CD9/OSMR/STAT2
HALLMARK_PANCREAS_BETA_CELLS,HALLMARK_PANCREAS_BETA_CELLS,OrgSubtype_1.2,15,0.339747753,0.853184081,0.664015905,0.830019881,0.611593596,1085,tags=20%, list=9%, signal=18%,CHGA/VDR/FOXO1
HALLMARK_OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,OrgSubtype_1.2,182,-0.217225359,-0.904374793,0.703448276,0.857863751,0.632110132,3635,tags=32%, list=29%, signal=23%,NDUFA4/SLC25A11/CYB5R3/COX4I1/TIMM8B/UQCRFS1/HADHA/NDUFA1/COX5B/PDHA1/ECH1/TIMM50/ALDH6A1/PDK4/PDHB/SDHB/ATP6V0B/FH/CASP7/MRPS11/ATP6V1F/UQCRB/ATP6V0C/SURF1/NDUFA6/ACAT1/BCKDHA/SLC25A20/RHOT2/TCIRG1/ETFB/TIMM10/SLC25A4/UQCR11/ATP6V0E1/ACADVL/NDUFS7/ECI1/ACADM/BAX/COX7A2L/NQO2/AFG3L2/MDH2/ACADSB/NDUFA8/NDUFS2/NDUFB4/NDUFA7/COX6B1/ATP6V1G1/UQCRQ/IDH2/ACAA2/CPT1A/NDUFB2/LDHB
HALLMARK_MTORC1_SIGNALING,HALLMARK_MTORC1_SIGNALING,OrgSubtype_1.2,192,0.210261024,0.869711326,0.778368794,0.918421374,0.676731539,3409,tags=33%, list=27%, signal=24%,DAPP1/SLC7A5/HMGCS1/CORO1A/ITGB2/EEF1E1/CD9/FKBP2/CDKN1A/SCD/PNP/HK2/PPA1/RDH11/MTHFD2L/IFI30/XBP1/LDLR/ACSL3/DDX39A/USO1/SRD5A1/EBP/SDF2L1/PPP1R15A/NUFIP1/SORD/ASNS/EGLN3/TES/CACYBP/PLK1/ATP2A2/CYP51A1/PSPH/SC5D/MAP2K3/SERPINH1/GMPS/GTF2H1/DHCR7/DHCR24/ELOVL6/CDC25A/BTG2/MCM4/IDI1/NMT1/PNO1/PSME3/LGMN/GSK3B/PSMC2/AK4/TUBG1/TRIB3/PSMC6/PITPNB/SHMT2/SKAP2/UFM1/HMGCR/PSMA4
HALLMARK_MYC_TARGETS_V1,HALLMARK_MYC_TARGETS_V1,OrgSubtype_1.2,196,0.209653201,0.868721414,0.789842382,0.918421374,0.676731539,4057,tags=34%, list=32%, signal=24%,EIF2S1/NDUFAB1/CLNS1A/EXOSC7/MRPL9/CCT5/G3BP1/NCBP2/PSMA2/NOLC1/SERBP1/U2AF1/UBE2L3/PABPC4/TFDP1/RPS6/SMARCC1/LSM7/ODC1/PSMA1/AP3S1/RPS10/RPL14/NOP56/RPL22/CCT2/RPS3/CCT7/PSMA6/EIF3J/RAD23B/NPM1/MCM4/PPM1G/RRM1/SNRPA1/RUVBL2/TUFM/SNRPG/VBP1/EEF1B2/PSMB3/PSMC6/RPL18/KARS/SF3A1/RPL6/RPL34/TCP1/PSMA4/PCNA/PABPC1/EIF4H/RAN/CDK4/EIF4E/HNRNPD/PHB2/SNRPA/DDX21/RFC4/GNL3/PSMA7/EIF4G2/CBX3/SF3B3/C1QBP
HALLMARK_MYC_TARGETS_V2,HALLMARK_MYC_TARGETS_V2,OrgSubtype_1.2,57,0.216887262,0.730769857,0.895716946,1,0.736842105,4546,tags=44%, list=36%, signal=28%,NOP2/HK2/SORD/NOLC1/PLK1/MYBBP1A/WDR74/TBRG4/NOP56/WDR43/NPM1/MCM4/PPRC1/FARSA/TCOF1/CDK4/PRMT3/MPHOSPH10/GNL3/CBX3/RCL1/IPO4/BYSL/PPAN/RRP12
HALLMARK_DNA_REPAIR,HALLMARK_DNA_REPAIR,OrgSubtype_1.2,142,0.188946612,0.744676843,0.949090909,1,0.736842105,3018,tags=23%, list=24%, signal=17%,CDA/ADRM1/VPS37B/DGUOK/ERCC2/COX17/PNP/POLR1C/POLR2E/POLE4/TSG101/POLR2A/PRIM1/CETN2/GMPR2/NCBP2/POLR2G/STX3/POLD3/TP53/DDB2/RPA3/SNAPC5/BCAP31/GTF2H1/MRPL40/GTF2A2/SAC3D1/RBX1/ERCC8/SF3A3/ZWINT
HALLMARK_SPERMATOGENESIS,HALLMARK_SPERMATOGENESIS,OrgSubtype_1.2,66,-0.193206614,-0.699733103,0.961620469,1,0.736842105,3887,tags=36%, list=31%, signal=25%,KIF2C/VDAC3/MTOR/JAM3/IL12RB2/SEPT4/IP6K1/GAD1/MLLT10/GAPDHS/TSSK2/SIRT1/CHFR/TSN/LPIN1/TLE4/IFT88/MAST2/NEFH/ARL4A/GSTM3/CLVS1/CLGN
HALLMARK_PROTEIN_SECRETION,HALLMARK_PROTEIN_SECRETION,OrgSubtype_1.2,91,0.176445136,0.650464897,0.985454545,1,0.736842105,2722,tags=19%, list=21%, signal=15%,ICA1/CAV2/EGFR/SCAMP1/TSG101/ADAM10/USO1/RAB22A/AP2B1/TMED10/VPS4B/RAB9A/COG2/OCRL/AP3S1/ARFGEF2/VAMP4
HALLMARK_E2F_TARGETS,HALLMARK_E2F_TARGETS,OrgSubtype_1.2,196,0.167662096,0.694726588,0.996497373,1,0.736842105,2326,tags=15%, list=18%, signal=13%,EIF2S1/CDKN2A/HMGA1/CDKN1A/BRMS1L/PRIM2/DLGAP5/PSMC3IP/POLE4/TRIP13/E2F8/MYBL2/DDX39A/HMGB3/PPP1R8/CSE1L/BRCA2/CCNB2/NOLC1/POLD3/TP53/PLK1/ING3/TK1/WEE1/RPA3/DNMT1/NUP153/ILF3/RAD1
