Cell,Drug,norm.GR50,Class.KDE,SubMedianGR50,Class.MD,CCA.Subgroup,Organ.Subgroup
TFK-1,TAE684,0.00646747017122737,Sensitive,-0.023729227,Sensitive,Subgroup 2,pancreas-like
YSCCC,TAE684,-0.638786160007523,Sensitive,-0.17436188,Sensitive,Subgroup 2,pancreas-like
HuCCA-1,TAK733,-1.39091735717114,Sensitive,-1.525698643,Sensitive,Subgroup 1,pancreas-like
HuCCT-1,TAK733,0.142304688024545,Resistant,0.116360486,Resistant,Subgroup 2,pancreas-like
HuH-28,TAK733,0.033656674579663,Resistant,0,Resistant,Subgroup 2,liver-like
KKK-D068,TAK733,1.3090462781065,Resistant,1.36592423,Resistant,Subgroup 2,liver-like
KKK-D131,TAK733,-0.188418215595119,Sensitive,-0.237839067,Sensitive,Subgroup 2,pancreas-like
KKK-D138,TAK733,-1.5017284225188,Sensitive,-1.644375727,Sensitive,Subgroup 1,liver-like
KKU-055,TAK733,1.06637327842718,Resistant,1.106024879,Resistant,Subgroup 2,liver-like
KKU-100,TAK733,0.16898703005717,Resistant,0.144936897,Resistant,Subgroup 2,liver-like
KKU-156,TAK733,-0.617378230492228,Sensitive,-0.697249177,Sensitive,Subgroup 1,pancreas-like
KKU-213,TAK733,-0.477453428730501,Sensitive,-0.547391693,Sensitive,Subgroup 1,pancreas-like
KKU-214,TAK733,-1.09680464001955,Sensitive,-1.210708082,Sensitive,Subgroup 1,pancreas-like
RBE,TAK733,-0.942215175910432,Sensitive,-1.045144952,Sensitive,Subgroup 1,liver-like
SSP-25,TAK733,1.3090462781065,Resistant,1.36592423,Resistant,Subgroup 2,liver-like
TFK-1,TAK733,1.2828658166501,Resistant,1.337885326,Resistant,Subgroup 2,pancreas-like
YSCCC,TAK733,0.902635426486107,Resistant,0.930663955,Resistant,Subgroup 2,pancreas-like
HuCCA-1,Tanespimycin,0.653963221173877,Resistant,0.766590517,Resistant,Subgroup 1,pancreas-like
HuCCT-1,Tanespimycin,-0.746931705631914,Sensitive,-0.090394202,Sensitive,Subgroup 2,pancreas-like
HuH-28,Tanespimycin,-1.29818331183268,Sensitive,-0.427617354,Sensitive,Subgroup 2,liver-like
KKK-D068,Tanespimycin,0.454518147914258,Resistant,0.644581809,Resistant,Subgroup 2,liver-like
KKK-D131,Tanespimycin,1.51951140125316,Resistant,1.296081737,Resistant,Subgroup 2,pancreas-like
KKK-D138,Tanespimycin,-0.59916620154892,Sensitive,0,Resistant,Subgroup 1,liver-like
KKU-055,Tanespimycin,-0.770795433026556,Sensitive,-0.10499262,Sensitive,Subgroup 2,liver-like
KKU-100,Tanespimycin,-0.979271305155289,Sensitive,-0.232525837,Sensitive,Subgroup 2,liver-like
KKU-156,Tanespimycin,1.35279506838208,Resistant,1.194094538,Resistant,Subgroup 1,pancreas-like
KKU-213,Tanespimycin,1.09277941011303,Resistant,1.035032326,Resistant,Subgroup 1,pancreas-like
KKU-214,Tanespimycin,0.590443655625271,Resistant,0.727733001,Resistant,Subgroup 1,pancreas-like
RBE,Tanespimycin,1.18600645327481,Resistant,1.092063121,Resistant,Subgroup 1,liver-like
SSP-25,Tanespimycin,-0.749015922996556,Sensitive,-0.091669203,Sensitive,Subgroup 2,liver-like
TFK-1,Tanespimycin,-1.08216215701429,Sensitive,-0.295468379,Sensitive,Subgroup 2,pancreas-like
YSCCC,Tanespimycin,-0.624491320530289,Sensitive,-0.015492411,Sensitive,Subgroup 2,pancreas-like
HuCCA-1,Topotecan,-1.26030485625632,Sensitive,-0.31557521,Sensitive,Subgroup 1,pancreas-like
HuCCT-1,Topotecan,0.600773533147251,Resistant,0.117610055,Resistant,Subgroup 2,pancreas-like
HuH-28,Topotecan,-1.26030485625632,Sensitive,-0.31557521,Sensitive,Subgroup 2,liver-like
KKK-D068,Topotecan,0.72269794379204,Resistant,0.145989224,Resistant,Subgroup 2,liver-like
KKK-D131,Topotecan,-0.0780437705286155,Sensitive,-0.040391701,Sensitive,Subgroup 2,pancreas-like
KKK-D138,Topotecan,0.0954896525030993,Resistant,0,Resistant,Subgroup 1,liver-like
KKU-055,Topotecan,-1.26030485625632,Sensitive,-0.31557521,Sensitive,Subgroup 2,liver-like
KKU-100,Topotecan,-1.26030485625632,Sensitive,-0.31557521,Sensitive,Subgroup 2,liver-like
KKU-156,Topotecan,1.98125566975132,Resistant,0.438931566,Resistant,Subgroup 1,pancreas-like
KKU-213,Topotecan,0.226468603418659,Resistant,0.030486707,Resistant,Subgroup 1,pancreas-like
KKU-214,Topotecan,1.00382416153539,Resistant,0.211424262,Resistant,Subgroup 1,pancreas-like
RBE,Topotecan,-0.45970838574286,Sensitive,-0.129228092,Sensitive,Subgroup 1,liver-like
SSP-25,Topotecan,0.670683385536494,Resistant,0.133882297,Resistant,Subgroup 2,liver-like
TFK-1,Topotecan,0.868287329601308,Resistant,0.179876661,Resistant,Subgroup 2,pancreas-like
YSCCC,Topotecan,-0.590508697988816,Sensitive,-0.159673219,Sensitive,Subgroup 2,pancreas-like
HuCCA-1,Trichostatin,-0.0445530658627881,Resistant,0.051191666,Resistant,Subgroup 1,pancreas-like
HuCCT-1,Trichostatin,-0.378350040446895,Sensitive,-0.009854622,Sensitive,Subgroup 2,pancreas-like
HuH-28,Trichostatin,2.42715374652838,Resistant,0.503228495,Resistant,Subgroup 2,liver-like
KKK-D068,Trichostatin,1.41773092222977,Resistant,0.318620721,Resistant,Subgroup 2,liver-like
KKK-D131,Trichostatin,0.380169871867783,Resistant,0.128866902,Resistant,Subgroup 2,pancreas-like
KKK-D138,Trichostatin,-0.0713305860185503,Resistant,0.046294473,Resistant,Subgroup 1,liver-like
KKU-055,Trichostatin,-0.324465633760775,Sensitive,0,Resistant,Subgroup 2,liver-like
KKU-100,Trichostatin,-1.08603705150027,Sensitive,-0.139279597,Sensitive,Subgroup 2,liver-like
KKU-156,Trichostatin,-0.340306037008211,Sensitive,-0.002896964,Sensitive,Subgroup 1,pancreas-like
KKU-213,Trichostatin,-1.06315736334247,Sensitive,-0.135095257,Sensitive,Subgroup 1,pancreas-like
KKU-214,Trichostatin,-0.380146546032796,Sensitive,-0.010183175,Sensitive,Subgroup 1,pancreas-like
RBE,Trichostatin,0.487528213024495,Resistant,0.148501077,Resistant,Subgroup 1,liver-like
SSP-25,Trichostatin,-1.01486387376726,Sensitive,-0.126263127,Sensitive,Subgroup 2,liver-like
TFK-1,Trichostatin,0.959979168635694,Resistant,0.234905027,Resistant,Subgroup 2,pancreas-like
YSCCC,Trichostatin,-0.969351724546102,Sensitive,-0.117939661,Sensitive,Subgroup 2,pancreas-like
HuCCA-1,Vandetanib,-1.92546735057564,Sensitive,-0.591724394,Sensitive,Subgroup 1,pancreas-like
HuCCT-1,Vandetanib,0.0792135291353245,Resistant,0.009077016,Resistant,Subgroup 2,pancreas-like
HuH-28,Vandetanib,-2.01534617271202,Sensitive,-0.618661012,Sensitive,Subgroup 2,liver-like
KKK-D068,Vandetanib,0.970815630390661,Resistant,0.276289521,Resistant,Subgroup 2,liver-like
KKK-D131,Vandetanib,1.55495593873464,Resistant,0.451355949,Resistant,Subgroup 2,pancreas-like
KKK-D138,Vandetanib,-0.521681504320036,Sensitive,-0.171010791,Sensitive,Subgroup 1,liver-like
KKU-055,Vandetanib,0.842303405060887,Resistant,0.2377745,Resistant,Subgroup 2,liver-like
KKU-100,Vandetanib,0.99363020662675,Resistant,0.283127033,Resistant,Subgroup 2,liver-like
KKU-156,Vandetanib,-0.417471953578341,Sensitive,-0.139779264,Sensitive,Subgroup 1,pancreas-like
KKU-213,Vandetanib,-0.0233317032762991,Sensitive,-0.021655716,Sensitive,Subgroup 1,pancreas-like
KKU-214,Vandetanib,-0.383720067001507,Sensitive,-0.129663848,Sensitive,Subgroup 1,pancreas-like
RBE,Vandetanib,-0.136329259873484,Sensitive,-0.055521002,Sensitive,Subgroup 1,liver-like
SSP-25,Vandetanib,0.225276380729442,Resistant,0.052851947,Resistant,Subgroup 2,liver-like
TFK-1,Vandetanib,0.708226471609592,Resistant,0.19759174,Resistant,Subgroup 2,pancreas-like
YSCCC,Vandetanib,0.0489264490500257,Resistant,0,Resistant,Subgroup 2,pancreas-like
HuCCA-1,Vincristine,0.523353709793686,Resistant,0.233923431,Resistant,Subgroup 1,pancreas-like
HuCCT-1,Vincristine,-0.53355009681677,Sensitive,-0.119098044,Sensitive,Subgroup 2,pancreas-like
HuH-28,Vincristine,-1.33950087930523,Sensitive,-0.388297504,Sensitive,Subgroup 2,liver-like
KKK-D068,Vincristine,-0.573701516651465,Sensitive,-0.132509211,Sensitive,Subgroup 2,liver-like
KKK-D131,Vincristine,-0.176984887679112,Resistant,0,Resistant,Subgroup 2,pancreas-like
KKK-D138,Vincristine,1.17139398423036,Resistant,0.45037845,Resistant,Subgroup 1,liver-like
KKU-055,Vincristine,-1.33950087930523,Sensitive,-0.388297504,Sensitive,Subgroup 2,liver-like
KKU-100,Vincristine,0.216816660565022,Resistant,0.131535531,Resistant,Subgroup 2,liver-like
KKU-156,Vincristine,-0.677511038833593,Sensitive,-0.167183124,Sensitive,Subgroup 1,pancreas-like
KKU-213,Vincristine,-0.789978387902642,Sensitive,-0.204748879,Sensitive,Subgroup 1,pancreas-like
KKU-214,Vincristine,-1.04845659137214,Sensitive,-0.291084415,Sensitive,Subgroup 1,pancreas-like
RBE,Vincristine,1.84153254235607,Resistant,0.674214622,Resistant,Subgroup 1,liver-like
SSP-25,Vincristine,0.963108535190836,Resistant,0.380808035,Resistant,Subgroup 2,liver-like
TFK-1,Vincristine,0.976499739678992,Resistant,0.385280895,Resistant,Subgroup 2,pancreas-like
YSCCC,Vincristine,0.786479106051216,Resistant,0.321811198,Resistant,Subgroup 2,pancreas-like
HuCCA-1,Vinorelbine tartrate,-1.2459894981726,Sensitive,-0.335802977,Sensitive,Subgroup 1,pancreas-like
HuCCT-1,Vinorelbine tartrate,0.456719526461831,Resistant,0.244257649,Resistant,Subgroup 2,pancreas-like
HuH-28,Vinorelbine tartrate,-0.938145181567405,Sensitive,-0.230929881,Sensitive,Subgroup 2,liver-like
KKK-D068,Vinorelbine tartrate,-1.2459894981726,Sensitive,-0.335802977,Sensitive,Subgroup 2,liver-like
KKK-D131,Vinorelbine tartrate,-0.303082329002391,Sensitive,-0.014583488,Sensitive,Subgroup 2,pancreas-like
KKK-D138,Vinorelbine tartrate,-0.277583072153311,Sensitive,-0.005896675,Sensitive,Subgroup 1,liver-like
KKU-055,Vinorelbine tartrate,-1.2459894981726,Sensitive,-0.335802977,Sensitive,Subgroup 2,liver-like
KKU-100,Vinorelbine tartrate,-0.260273981882743,Sensitive,0,Resistant,Subgroup 2,liver-like
KKU-156,Vinorelbine tartrate,-0.620251801583965,Sensitive,-0.122633378,Sensitive,Subgroup 1,pancreas-like
KKU-213,Vinorelbine tartrate,0.0258503651335999,Resistant,0.09747377,Resistant,Subgroup 1,pancreas-like
KKU-214,Vinorelbine tartrate,0.638891691698293,Resistant,0.306318106,Resistant,Subgroup 1,pancreas-like
RBE,Vinorelbine tartrate,1.82231648384163,Resistant,0.709474556,Resistant,Subgroup 1,liver-like
SSP-25,Vinorelbine tartrate,0.487986867555587,Resistant,0.254909471,Resistant,Subgroup 2,liver-like
TFK-1,Vinorelbine tartrate,1.40105437947365,Resistant,0.565963506,Resistant,Subgroup 2,pancreas-like
YSCCC,Vinorelbine tartrate,1.30448554654304,Resistant,0.533065473,Resistant,Subgroup 2,pancreas-like
HuCCA-1,Vismodegib,-1.97816856501076,Sensitive,-0.520899608,Sensitive,Subgroup 1,pancreas-like
HuCCT-1,Vismodegib,0.373432358830017,Resistant,0,Resistant,Subgroup 2,pancreas-like
HuH-28,Vismodegib,0.373432358830017,Resistant,0,Resistant,Subgroup 2,liver-like
KKK-D068,Vismodegib,0.373432358830017,Resistant,0,Resistant,Subgroup 2,liver-like
KKK-D131,Vismodegib,0.373432358830017,Resistant,0,Resistant,Subgroup 2,pancreas-like
KKK-D138,Vismodegib,0.373432358830017,Resistant,0,Resistant,Subgroup 1,liver-like
KKU-055,Vismodegib,0.373432358830017,Resistant,0,Resistant,Subgroup 2,liver-like
KKU-100,Vismodegib,0.373432358830017,Resistant,0,Resistant,Subgroup 2,liver-like
KKU-156,Vismodegib,-2.87645209977947,Sensitive,-0.719877052,Sensitive,Subgroup 1,pancreas-like
KKU-213,Vismodegib,0.373432358830017,Resistant,0,Resistant,Subgroup 1,pancreas-like
KKU-214,Vismodegib,0.373432358830017,Resistant,0,Resistant,Subgroup 1,pancreas-like
RBE,Vismodegib,0.373432358830017,Resistant,0,Resistant,Subgroup 1,liver-like
SSP-25,Vismodegib,0.373432358830017,Resistant,0,Resistant,Subgroup 2,liver-like
TFK-1,Vismodegib,0.373432358830017,Resistant,0,Resistant,Subgroup 2,pancreas-like
YSCCC,Vismodegib,0.373432358830017,Resistant,0,Resistant,Subgroup 2,pancreas-like
HuCCA-1,Vorinostat,0.911844559732331,Resistant,0.049715002,Resistant,Subgroup 1,pancreas-like
HuCCT-1,Vorinostat,0.44556760675881,Resistant,0,Resistant,Subgroup 2,pancreas-like
HuH-28,Vorinostat,1.37342925579091,Resistant,0.09892971,Resistant,Subgroup 2,liver-like
KKK-D068,Vorinostat,0.515799455046519,Resistant,0.007488203,Resistant,Subgroup 2,liver-like
KKK-D131,Vorinostat,0.456333196946277,Resistant,0.00114784,Resistant,Subgroup 2,pancreas-like
KKK-D138,Vorinostat,0.330457267117034,Resistant,-0.012273201,Sensitive,Subgroup 1,liver-like
KKU-055,Vorinostat,0.609661719397526,Resistant,0.017495909,Resistant,Subgroup 2,liver-like
KKU-100,Vorinostat,-0.909271141864147,Sensitive,-0.144454515,Sensitive,Subgroup 2,liver-like
KKU-156,Vorinostat,-0.547196452592454,Sensitive,-0.105849682,Sensitive,Subgroup 1,pancreas-like
KKU-213,Vorinostat,-1.18548618828423,Sensitive,-0.173904891,Sensitive,Subgroup 1,pancreas-like
KKU-214,Vorinostat,-0.0213067134176494,Sensitive,-0.049778694,Sensitive,Subgroup 1,pancreas-like
RBE,Vorinostat,-0.583735925890763,Sensitive,-0.109745564,Sensitive,Subgroup 1,liver-like
SSP-25,Vorinostat,0.628278929200835,Resistant,0.019480898,Resistant,Subgroup 2,liver-like
TFK-1,Vorinostat,0.538934856922731,Resistant,0.009954927,Resistant,Subgroup 2,pancreas-like
YSCCC,Vorinostat,-2.56331042486373,Sensitive,-0.320810146,Sensitive,Subgroup 2,pancreas-like
