Gene,Drug,test.ROC.AUC,Varimp.Score
HTR1D,Azacitidine,0.875,91.76309401
PLOD1,Azacitidine,0.875,85.79319186
TNNI1,Azacitidine,0.875,85.28250833
GADD45B,Azacitidine,0.833333333,96.5522014
JAG1,Azacitidine,0.833333333,100
DCTPP1,Azacitidine,0.833333333,100
FDXR,Azacitidine,0.833333333,82.3920957
FGFR3,Azacitidine,0.833333333,81.2564316
NOP16,Azacitidine,0.833333333,90.45528921
POLD2,Azacitidine,0.833333333,83.46688085
RRP8,Azacitidine,0.833333333,83.46688085
SERPINA10,Azacitidine,0.833333333,91.92643853
SUPV3L1,Azacitidine,0.833333333,91.42650373
SYBU,Azacitidine,0.833333333,91.92643853
TOB1,Azacitidine,0.833333333,90.51290917
WWC1,Azacitidine,0.833333333,98.35899155
SRC,Azacitidine,0.916666667,100
EPS8L2,Azacitidine,0.916666667,100
PHLDA2,Azacitidine,0.916666667,92.27418493
TIMP1,Azacitidine,0.916666667,91.08599002
COL5A2,Azacitidine,0.833333333,88.2451986
DSC3,Azacitidine,0.833333333,87.21427789
FASN,Azacitidine,0.833333333,97.29063437
FBLN1,Azacitidine,0.833333333,100
IARS,Azacitidine,0.833333333,80.35932093
MRPL9,Azacitidine,0.833333333,87.79160822
SMARCC1,Azacitidine,0.833333333,91.00121707
TUFM,Azacitidine,0.833333333,86.65014018
FOSL1,Azacitidine,0.833333333,87.30032336
CBX3,Azacitidine,0.833333333,81.55604183
PSMA2,Azacitidine,0.833333333,82.74391981
RCL1,Azacitidine,0.833333333,84.99231987
SLC25A3,Azacitidine,0.833333333,88.90863545
TBRG4,Azacitidine,0.833333333,84.56681902
ATP2A2,Azacitidine,0.916666667,99.1072647
NADSYN1,Azacitidine,0.916666667,81.45669038
NCBP1,Azacitidine,0.916666667,90.8209585
MVD,Azacitidine,0.916666667,92.45513855
PLXNB1,Azacitidine,0.916666667,90.13440839
SLC7A5,Azacitidine,0.958333333,88.88315962
LGALS1,Azacitidine,1,87.03246654
DPYSL3,Azacitidine,0.916666667,89.7315246
GJA1,Azacitidine,0.916666667,100
COX6C,Azacitidine,1,84.52378036
MAST4,Azacitidine,0.833333333,100
SFN,Azacitidine,0.833333333,90.92018805
IRS2,Azacitidine,0.833333333,82.97480292
NOTCH1,Azacitidine,0.833333333,81.49474125
PLAU,Azacitidine,0.833333333,81.49474125
TENM2,Azacitidine,0.833333333,88.54395803
EDIL3,Azacitidine,0.833333333,100
SIK1,Azacitidine,0.833333333,93.96974343
TFPI2,Azacitidine,0.916666667,100
RFC4,Azacitidine,0.916666667,80.35932093
RPL14,Azacitidine,0.916666667,89.90527669
RSL1D1,Azacitidine,0.916666667,86.65014018
IFIH1,Azacitidine,1,98.57191307
MYL9,Azacitidine,1,84.55513071
TPM1,Azacitidine,1,100
VIM,Azacitidine,1,84.55513071
IL15RA,Azacitidine,0.916666667,100
ABLIM1,Azacitidine,1,87.31623996
LFNG,Azacitidine,0.833333333,81.72708929
FJX1,Azacitidine,0.833333333,93.16321115
INSIG1,Azacitidine,0.833333333,86.86853267
RPL18,Azacitidine,0.833333333,100
CXCL2,Azacitidine,0.958333333,90.35158953
LOX,Azacitidine,0.833333333,83.84316637
SLIT2,Azacitidine,0.833333333,99.16858298
CD9,Azacitidine,0.833333333,85.49407393
JUNB,Azacitidine,0.833333333,87.34170812
AKR1B10,Azacitidine,1,90.79747043
KRT15,Azacitidine,1,94.37349694
APLP1,Azacitidine,0.916666667,82.25084019
GRB7,Azacitidine,0.916666667,81.14269668
PLAG1,Azacitidine,0.916666667,100
PFN2,Azacitidine,0.916666667,92.37280505
FBN1,Azacitidine,0.916666667,86.24404225
HKDC1,Azacitidine,0.833333333,83.46688085
G0S2,Azacitidine,0.833333333,81.39297324
LPAR1,Azacitidine,0.833333333,100
NPY4R,Azacitidine,0.833333333,90.02024036
IL18,Azacitidine,1,83.41420089
ASB7,Azacitidine,0.916666667,98.69552396
TIMP3,Azacitidine,0.916666667,85.12839665
RRAD,Azacitidine,0.916666667,90.61635788
BYSL,Azacitidine,0.833333333,80.88497112
EIF2S1,Azacitidine,0.833333333,80.88497112
MXD1,Azacitidine,0.833333333,86.71066638
SPARC,Azacitidine,0.833333333,97.05354085
WNT5A,Azacitidine,0.833333333,98.09362346
EMP1,Azacitidine,1,82.39346334
UPP1,Azacitidine,1,93.9446587
GCH1,Azacitidine,0.916666667,100
KRT13,Azacitidine,0.916666667,86.97302264
PUS1,Azacitidine,0.916666667,86.97302264
YWHAQ,Azacitidine,0.916666667,98.79568602
SLC7A2,Azacitidine,0.916666667,91.21075159
SNRPA,Azacitidine,0.916666667,90.0940793
VDAC1,Azacitidine,0.916666667,83.7288005
SKAP2,Azacitidine,0.833333333,96.19667394
CLDN5,Azacitidine,0.916666667,83.1606335
ITGB4,Azacitidine,0.916666667,99.17345309
PCDH7,Azacitidine,0.916666667,88.20157114
ADRM1,Azacitidine,0.916666667,83.57017226
APP,AZD4547,0.875,89.84821263
COL3A1,AZD4547,0.875,87.53430025
CXCL2,AZD4547,0.875,88.69125644
FZD2,AZD4547,0.875,100
IL27RA,AZD4547,0.875,88.69125644
PTPN21,AZD4547,0.875,100
SDC2,AZD4547,0.875,88.69125644
SORBS3,AZD4547,0.875,88.69125644
TSKU,AZD4547,0.875,89.84821263
ALDH3A1,AZD4547,1,90.35745141
MAPK12,AZD4547,1,94.57359242
NR4A2,AZD4547,1,95.66723283
RAP1GAP,AZD4547,1,83.45866448
RRAD,AZD4547,1,84.66893106
CDKN1A,AZD4547,0.875,100
CNN3,AZD4547,0.875,85.12839665
COL7A1,AZD4547,0.875,85.12839665
CSF1,AZD4547,0.875,85.12839665
DNAJC1,AZD4547,0.875,85.12839665
F3,AZD4547,0.875,85.12839665
FN1,AZD4547,0.875,85.12839665
GCNT1,AZD4547,0.875,98.69552396
GSR,AZD4547,0.875,85.12839665
HDAC9,AZD4547,0.875,98.69552396
ICAM1,AZD4547,0.875,85.12839665
LPIN1,AZD4547,0.875,85.12839665
MCL1,AZD4547,0.875,85.12839665
MDM2,AZD4547,0.875,85.12839665
PDE4DIP,AZD4547,0.875,85.12839665
PERP,AZD4547,0.875,100
PLOD2,AZD4547,0.875,85.12839665
RARA,AZD4547,0.875,85.12839665
RHOD,AZD4547,0.875,85.12839665
SERPINH1,AZD4547,0.875,100
STOM,AZD4547,0.875,85.12839665
TAGLN,AZD4547,0.875,85.12839665
TFPI2,AZD4547,0.875,85.12839665
MTA1,AZD4547,1,100
TIAM1,AZD4547,1,100
ATP2A2,AZD4547,1,100
CAP2,AZD4547,1,89.72938613
COL5A2,AZD4547,1,88.55888779
ELF3,AZD4547,1,88.55888779
EMP2,AZD4547,1,89.72938613
F2,AZD4547,1,88.55888779
SIK1,AZD4547,1,89.72938613
ARG1,AZD4547,1,92.07850572
ATRX,AZD4547,1,92.07850572
BDNF,AZD4547,1,92.07850572
COLGALT1,AZD4547,1,92.07850572
DGKA,AZD4547,1,92.07850572
DUSP5,AZD4547,1,92.07850572
GCLC,AZD4547,1,92.07850572
ITGBL1,AZD4547,1,92.07850572
NR4A3,AZD4547,1,92.07850572
PTGS2,AZD4547,1,92.07850572
TIMP1,AZD4547,1,100
VEGFA,AZD4547,1,92.07850572
XDH,AZD4547,1,92.07850572
AKT3,AZD4547,1,89.50559238
MATN2,AZD4547,1,100
PGAM2,AZD4547,1,89.50559238
PTGES,AZD4547,1,89.50559238
QSOX1,AZD4547,1,90.68860349
ZC3H12A,AZD4547,1,90.68860349
AKAP12,AZD4547,1,85.12839665
ATXN1,AZD4547,1,85.12839665
B2M,AZD4547,1,85.12839665
BCAR1,AZD4547,1,85.12839665
FSTL1,AZD4547,1,85.12839665
HIF1A,AZD4547,1,85.12839665
ITGB4,AZD4547,1,85.12839665
LPAR1,AZD4547,1,85.12839665
NOTCH1,AZD4547,1,85.12839665
NOTCH2,AZD4547,1,85.12839665
PDLIM7,AZD4547,1,85.12839665
PHLDA1,AZD4547,1,85.12839665
S100A4,AZD4547,1,85.12839665
SLC19A2,AZD4547,1,85.12839665
TGFB1,AZD4547,1,85.12839665
TFPI,AZD4547,0.875,89.62829085
HBEGF,AZD4547,1,100
RNF19B,AZD4547,1,89.38220746
BMP1,AZD4547,1,85.12839665
CKB,AZD4547,1,100
EFEMP2,AZD4547,1,98.69552396
PEX14,AZD4547,1,100
RPS19,AZD4547,1,85.12839665
TGFB2,AZD4547,1,85.12839665
UPP1,AZD4547,1,85.12839665
ZFP36,AZD4547,1,85.12839665
BCAT1,AZD4547,0.875,88.033219
PRKAB1,AZD4547,0.875,88.033219
SEMA3B,AZD4547,1,100
SCD,AZD4547,1,89.72938613
ITGB2,AZD4547,1,100
AQP3,AZD4547,1,100
CDC42BPA,AZD4547,1,85.12839665
COL6A2,AZD4547,1,85.12839665
DEF6,AZD4547,1,98.69552396
ELF1,AZD4547,1,98.69552396
FGF2,AZD4547,1,85.12839665
FSTL3,AZD4547,1,92.56419833
KCNH1,AZD4547,1,98.69552396
MYL9,AZD4547,1,85.12839665
PGLYRP1,AZD4547,1,92.56419833
SAT1,AZD4547,1,98.69552396
TNFRSF11B,AZD4547,1,85.12839665
TPM2,AZD4547,1,85.12839665
DYRK3,AZD4547,1,86.68423054
HES1,AZD4547,1,89.38220746
MEST,AZD4547,1,89.38220746
RB1,AZD4547,1,89.38220746
WNT5A,AZD4547,1,88.32258128
PIK3CD,AZD4547,0.875,100
EGR1,AZD4547,1,98.71232142
IL7,AZD4547,1,85.3198951
MARCKS,AZD4547,1,85.3198951
RPS9,AZD4547,1,85.3198951
SFMBT1,AZD4547,1,85.3198951
TNC,AZD4547,1,85.3198951
BCL3,AZD4547,0.875,98.94229559
EDIL3,AZD4547,0.875,98.94229559
GNMT,AZD4547,0.875,89.72938613
NUDT15,AZD4547,0.875,87.38838945
TNNI1,AZD4547,0.875,100
GADD45B,AZD4547,1,89.62829085
ID2,AZD4547,1,90.79747043
LY75,AZD4547,1,89.62829085
MPZL2,AZD4547,1,90.79747043
NAV2,AZD4547,1,89.62829085
CDKN2A,AZD4547,0.875,85.12839665
MT2A,AZD4547,0.875,85.12839665
NFKBIA,AZD4547,0.875,100
SLC6A8,AZD4547,0.875,85.12839665
SNX24,AZD4547,0.875,85.12839665
TOB1,AZD4547,0.875,85.12839665
AKR1C2,AZD4547,0.875,84.15701143
ATP2B4,AZD4547,0.875,84.15701143
CELSR1,AZD4547,0.875,92.07850572
CXCL1,AZD4547,0.875,84.15701143
MAP7,AZD4547,0.875,100
RXRA,AZD4547,0.875,84.15701143
ITGA7,AZD4547,1,100
BMP2,AZD4547,1,100
COMT,AZD4547,1,82.79404249
FERMT2,AZD4547,1,82.79404249
FOXC1,AZD4547,1,82.79404249
IL1A,AZD4547,1,82.79404249
KLF4,AZD4547,1,82.79404249
MAP1B,AZD4547,1,100
MXD1,AZD4547,1,82.79404249
P2RY2,AZD4547,1,82.79404249
PMP22,AZD4547,1,82.79404249
SDC4,AZD4547,1,82.79404249
SLIT2,AZD4547,1,98.49076399
TGFBR3,AZD4547,1,82.79404249
TOP2A,AZD4547,1,82.79404249
VAMP8,AZD4547,1,82.79404249
HTRA1,AZD4547,1,90.7990429
SERPINE1,AZD4547,1,100
THSD4,AZD4547,1,90.7990429
B4GALT5,AZD4547,1,85.3198951
FAS,AZD4547,1,85.3198951
SGK1,AZD4547,1,100
DPYSL3,AZD4547,1,80.37362751
PRKCA,AZD4547,1,95.50437467
SLC7A5,AZD4547,1,89.84821263
SSPN,AZD4547,1,89.84821263
TSPAN1,AZD4547,1,88.69125644
FGFR1,AZD4547,1,100
ADD3,AZD4547,0.875,83.84358357
CCL20,AZD4547,0.875,82.74986411
IRS1,AZD4547,1,85.3198951
ITGAV,AZD4547,1,85.3198951
OPN3,AZD4547,1,85.3198951
SPINT2,AZD4547,1,100
EHD1,AZD4547,0.875,85.3198951
EIF1,AZD4547,0.875,85.3198951
ENTPD5,AZD4547,0.875,85.3198951
GSS,AZD4547,0.875,85.3198951
KYNU,AZD4547,0.875,100
LTBP1,AZD4547,0.875,85.3198951
MAPK13,AZD4547,0.875,98.71232142
NQO1,AZD4547,0.875,85.3198951
HAS2,AZD4547,1,98.69552396
PTS,AZD4547,1,85.12839665
TP53,AZD4547,1,98.94229559
GJA1,AZD4547,1,83.46688085
IL1B,AZD4547,0.875,86.97302264
ITGA5,AZD4547,0.875,86.97302264
SLC16A1,AZD4547,0.875,86.97302264
TGFA,AZD4547,0.875,86.97302264
COL1A1,AZD4547,1,89.48245911
SLC46A3,AZD4547,1,100
CITED2,AZD4547,1,100
TNFAIP2,AZD4547,1,82.79404249
PC,AZD4547,1,85.95014586
ANXA9,AZD4547,0.875,80.33453911
APBB1,AZD4547,0.875,91.46979795
CD59,AZD4547,0.875,92.54045041
HSPA4L,AZD4547,0.875,91.46979795
JAK2,AZD4547,0.875,80.33453911
PDK4,AZD4547,0.875,91.46979795
RRP12,AZD4547,0.875,80.33453911
VCAN,AZD4547,0.875,100
VIM,AZD4547,0.875,87.53430025
CCND3,AZD4547,1,89.50559238
PIAS3,AZD4547,1,90.68860349
APLP1,AZD4547,0.875,92.27418493
PPP1R3C,AZD4547,0.875,91.08599002
MYBBP1A,AZD4547,0.875,85.12839665
PLOD1,AZD4547,0.875,85.12839665
ABI3BP,AZD8055,1,85.86914112
ATP6V1E1,AZD8055,1,100
BIRC3,AZD8055,1,85.86914112
BIRC5,AZD8055,1,85.86914112
DYNLL2,AZD8055,1,85.86914112
MAFF,AZD8055,1,85.86914112
MALL,AZD8055,1,85.86914112
MCM7,AZD8055,1,85.86914112
NDUFA6,AZD8055,1,85.86914112
NDUFAB1,AZD8055,1,98.76049903
NQO2,AZD8055,1,85.86914112
OXTR,AZD8055,1,85.86914112
PLAUR,AZD8055,1,85.86914112
RNASEH2A,AZD8055,1,98.76049903
SDHD,AZD8055,1,85.86914112
SSH2,AZD8055,1,92.93457056
TJP3,AZD8055,1,85.86914112
TMPO,AZD8055,1,85.86914112
ANLN,AZD8055,0.944444444,98.71232142
CDC20,AZD8055,0.944444444,85.3198951
CSNK1D,AZD8055,0.944444444,85.3198951
ECI1,AZD8055,0.944444444,85.3198951
FBXO5,AZD8055,0.944444444,85.3198951
KLF2,AZD8055,0.944444444,85.3198951
MYD88,AZD8055,0.944444444,98.71232142
NDUFS7,AZD8055,0.944444444,100
NOTCH2,AZD8055,0.944444444,85.3198951
PPP1R15A,AZD8055,0.944444444,85.3198951
RASAL2,AZD8055,0.944444444,85.3198951
RHOF,AZD8055,0.944444444,85.3198951
RPS6KA2,AZD8055,0.944444444,85.3198951
SPARCL1,AZD8055,0.944444444,85.3198951
STAG1,AZD8055,0.944444444,85.3198951
TST,AZD8055,0.944444444,85.3198951
TUBA4A,AZD8055,0.944444444,98.71232142
ETV1,AZD8055,1,88.69125644
GRPEL1,AZD8055,1,100
HSPA9,AZD8055,1,88.69125644
LPIN1,AZD8055,1,88.69125644
AVL9,AZD8055,0.833333333,97.42464284
BTG3,AZD8055,0.833333333,85.3198951
CASP3,AZD8055,0.833333333,85.3198951
CUL4A,AZD8055,0.833333333,92.65994755
DEK,AZD8055,0.833333333,85.3198951
ENO2,AZD8055,0.833333333,100
EZH2,AZD8055,0.833333333,85.3198951
FBXO4,AZD8055,0.833333333,85.3198951
GPI,AZD8055,0.833333333,85.3198951
IRF2,AZD8055,0.833333333,85.3198951
IRF9,AZD8055,0.833333333,85.3198951
ITGB4,AZD8055,0.833333333,85.3198951
MKI67,AZD8055,0.833333333,85.3198951
MYLK,AZD8055,0.833333333,85.3198951
NDUFA4,AZD8055,0.833333333,100
PDE4B,AZD8055,0.833333333,85.3198951
PLAT,AZD8055,0.833333333,85.3198951
POLD3,AZD8055,0.833333333,85.3198951
STK38L,AZD8055,0.833333333,98.71232142
TIMM8B,AZD8055,0.833333333,85.3198951
TIPIN,AZD8055,0.833333333,85.3198951
TUBGCP2,AZD8055,0.833333333,85.3198951
CTGF,AZD8055,0.805555556,92.56419833
DECR1,AZD8055,0.805555556,98.69552396
MAPRE3,AZD8055,0.805555556,86.43287269
MX1,AZD8055,0.805555556,86.43287269
PTHLH,AZD8055,0.805555556,86.43287269
RB1,AZD8055,0.805555556,100
SMC4,AZD8055,0.805555556,86.43287269
SNAI2,AZD8055,0.805555556,86.43287269
TPX2,AZD8055,0.805555556,86.43287269
AEBP1,AZD8055,0.944444444,86.43287269
ATP2B1,AZD8055,0.944444444,86.43287269
BRCA1,AZD8055,0.944444444,86.43287269
CDCA8,AZD8055,0.944444444,86.43287269
CEP131,AZD8055,0.944444444,86.43287269
COX17,AZD8055,0.944444444,93.86867436
FAS,AZD8055,0.944444444,86.43287269
FLNA,AZD8055,0.944444444,86.43287269
IFIT3,AZD8055,0.944444444,100
NDUFB5,AZD8055,0.944444444,86.43287269
NLRC5,AZD8055,0.944444444,86.43287269
PDLIM5,AZD8055,0.944444444,86.43287269
PRIM2,AZD8055,0.944444444,86.43287269
SAMD9L,AZD8055,0.944444444,86.43287269
SPTBN1,AZD8055,0.944444444,86.43287269
TIMM17A,AZD8055,0.944444444,86.43287269
TPBG,AZD8055,0.944444444,86.43287269
TPM1,AZD8055,0.944444444,86.43287269
TRAFD1,AZD8055,0.944444444,86.43287269
XBP1,AZD8055,0.944444444,86.43287269
ZNF639,AZD8055,0.944444444,86.43287269
ACAA1,AZD8055,0.944444444,85.3198951
APOL6,AZD8055,0.944444444,85.3198951
ASS1,AZD8055,0.944444444,85.3198951
BIRC2,AZD8055,0.944444444,85.3198951
GOT2,AZD8055,0.944444444,85.3198951
HERC6,AZD8055,0.944444444,85.3198951
IFIH1,AZD8055,0.944444444,98.71232142
IL18,AZD8055,0.944444444,85.3198951
MATN3,AZD8055,0.944444444,85.3198951
MRPL34,AZD8055,0.944444444,85.3198951
OAS3,AZD8055,0.944444444,85.3198951
ODF2,AZD8055,0.944444444,85.3198951
RABGAP1,AZD8055,0.944444444,85.3198951
TNFAIP3,AZD8055,0.944444444,85.3198951
UBA7,AZD8055,0.944444444,85.3198951
WIPF1,AZD8055,0.944444444,100
ABCB7,AZD8055,0.888888889,82.79404249
GPC1,AZD8055,0.888888889,82.79404249
9-Sep,AZD8055,0.888888889,82.79404249
STC2,AZD8055,0.888888889,91.39702125
TFAP2C,AZD8055,0.888888889,98.49076399
TNC,AZD8055,0.888888889,82.79404249
AK1,AZD8055,1,91.96687077
C1S,AZD8055,1,91.96687077
CDKN1A,AZD8055,1,91.96687077
DTYMK,AZD8055,1,91.96687077
KYNU,AZD8055,1,91.96687077
SCNN1A,AZD8055,1,91.96687077
ATP2A1,AZD8055,0.833333333,85.12839665
BTG2,AZD8055,0.833333333,85.12839665
CASP8,AZD8055,0.833333333,85.12839665
DHX58,AZD8055,0.833333333,85.12839665
F2RL1,AZD8055,0.833333333,100
FOXN3,AZD8055,0.833333333,98.69552396
HSPB8,AZD8055,0.833333333,85.12839665
KIF4A,AZD8055,0.833333333,100
NID2,AZD8055,0.833333333,100
PIF1,AZD8055,0.833333333,100
PRDX4,AZD8055,0.833333333,85.12839665
PSIP1,AZD8055,0.833333333,85.12839665
RBCK1,AZD8055,0.833333333,100
SCHIP1,AZD8055,0.833333333,85.12839665
SH3BGR,AZD8055,0.833333333,100
ST5,AZD8055,0.833333333,85.12839665
TFDP1,AZD8055,0.833333333,85.12839665
TFPI2,AZD8055,0.833333333,85.12839665
TP53,AZD8055,0.833333333,85.12839665
TUBGCP3,AZD8055,0.833333333,98.69552396
CBX8,AZD8055,1,82.79404249
CLIP2,AZD8055,1,100
DCLRE1B,AZD8055,1,82.79404249
GEM,AZD8055,1,82.79404249
MAP7,AZD8055,1,98.49076399
MCM5,AZD8055,1,82.79404249
MYH3,AZD8055,1,100
MYL9,AZD8055,1,82.79404249
PFKFB3,AZD8055,1,82.79404249
AURKA,AZD8055,1,85.3198951
BARD1,AZD8055,1,85.3198951
BCKDHA,AZD8055,1,85.3198951
DUSP4,AZD8055,1,98.71232142
LDHB,AZD8055,1,85.3198951
MCM2,AZD8055,1,85.3198951
PLSCR1,AZD8055,1,85.3198951
PRPS1,AZD8055,1,85.3198951
PTX3,AZD8055,1,85.3198951
SPP1,AZD8055,1,85.3198951
WARS,AZD8055,1,98.71232142
ANGPTL4,AZD8055,1,85.12839665
CDH2,AZD8055,1,85.12839665
CLCF1,AZD8055,1,85.12839665
H2AFV,AZD8055,1,85.12839665
IRF7,AZD8055,1,85.12839665
NDUFB1,AZD8055,1,85.12839665
PLOD2,AZD8055,1,98.69552396
SAT1,AZD8055,1,98.69552396
ACADM,AZD8055,0.944444444,86.25355359
CCNB2,AZD8055,0.944444444,86.25355359
CXCL2,AZD8055,0.944444444,86.25355359
KRT13,AZD8055,0.944444444,86.25355359
SPC24,AZD8055,0.944444444,86.25355359
SPHK1,AZD8055,0.944444444,86.25355359
DIAPH3,AZD8055,0.888888889,100
POP7,AZD8055,0.888888889,91.08599002
SLC2A3,AZD8055,0.888888889,91.08599002
CNTROB,AZD8055,0.833333333,91.08434556
KIF11,AZD8055,0.833333333,96.36609743
AREG,AZD8055,0.888888889,86.25355359
COL5A1,AZD8055,0.888888889,86.25355359
IL32,AZD8055,0.888888889,86.25355359
KIF3C,AZD8055,0.888888889,86.25355359
NDUFB7,AZD8055,0.888888889,86.25355359
NFAT5,AZD8055,0.888888889,86.25355359
NOTCH1,AZD8055,0.888888889,86.25355359
RACGAP1,AZD8055,0.888888889,86.25355359
SMC2,AZD8055,0.888888889,86.25355359
TGFBI,AZD8055,0.888888889,86.25355359
THBS1,AZD8055,0.888888889,100
CAP2,AZD8055,0.944444444,86.6708361
ETFA,AZD8055,0.944444444,86.6708361
HKDC1,AZD8055,0.944444444,86.6708361
LITAF,AZD8055,0.944444444,86.6708361
SERPINE1,AZD8055,0.944444444,86.6708361
PALLD,AZD8055,1,81.11433018
ARHGEF7,AZD8055,1,85.3198951
BST2,AZD8055,1,85.3198951
DMD,AZD8055,1,85.3198951
LGALS1,AZD8055,1,85.3198951
MYH9,AZD8055,1,85.3198951
PARP14,AZD8055,1,85.3198951
PMPCA,AZD8055,1,85.3198951
PNP,AZD8055,1,85.3198951
ADAM12,AZD8055,0.972222222,83.93374153
DDX60,AZD8055,0.972222222,100
MATN2,AZD8055,0.972222222,83.93374153
EDIL3,AZD8055,0.888888889,99.77785688
TGIF1,AZD8055,0.888888889,100
IFI44L,AZD8055,0.888888889,82.79404249
KIF20B,AZD8055,0.888888889,82.79404249
PRKDC,AZD8055,0.888888889,82.79404249
RBL1,AZD8055,0.888888889,82.79404249
RRM2,AZD8055,0.888888889,82.79404249
ST14,AZD8055,0.888888889,100
TACC3,AZD8055,0.888888889,98.49076399
TNFAIP2,AZD8055,0.888888889,100
TOP2A,AZD8055,0.888888889,100
BCL3,AZD8055,1,82.79404249
EREG,AZD8055,1,96.98152798
IFI30,AZD8055,1,100
IFITM3,AZD8055,1,100
IL7,AZD8055,1,82.79404249
MTX2,AZD8055,1,100
TNFSF10,AZD8055,1,82.79404249
FARP1,AZD8055,0.944444444,87.4088517
EFNA1,AZD8055,1,100
AGR2,AZD8055,0.888888889,85.3198951
CDH1,AZD8055,0.888888889,85.3198951
CDK5RAP2,AZD8055,0.888888889,85.3198951
FLII,AZD8055,0.888888889,85.3198951
GADD45G,AZD8055,0.888888889,85.3198951
HIF1A,AZD8055,0.888888889,85.3198951
IGFBP3,AZD8055,0.888888889,85.3198951
IL23A,AZD8055,0.888888889,85.3198951
ITGA2,AZD8055,0.888888889,97.42464284
MARCKS,AZD8055,0.888888889,85.3198951
NAMPT,AZD8055,0.888888889,85.3198951
SAMD9,AZD8055,0.888888889,85.3198951
VIM,AZD8055,0.888888889,85.3198951
ACTA2,AZD8055,0.861111111,85.12839665
AKT2,AZD8055,0.861111111,85.12839665
BHLHE40,AZD8055,0.861111111,100
PDS5B,AZD8055,0.861111111,85.12839665
TRIB1,AZD8055,0.861111111,85.12839665
ARF6,AZD8055,0.833333333,86.43287269
BUB1,AZD8055,0.833333333,86.43287269
CD74,AZD8055,0.833333333,86.43287269
CEP250,AZD8055,0.833333333,86.43287269
COL7A1,AZD8055,0.833333333,93.86867436
LYSMD2,AZD8055,0.833333333,86.43287269
MCM3,AZD8055,0.833333333,86.43287269
NCAPD2,AZD8055,0.833333333,86.43287269
TNNT1,AZD8055,0.833333333,86.43287269
BTG1,AZD8055,1,100
RNF213,AZD8055,1,100
ABL1,AZD8055,0.861111111,85.3198951
CAPZB,AZD8055,0.861111111,85.3198951
DSCC1,AZD8055,0.861111111,85.3198951
KIF18B,AZD8055,0.861111111,85.3198951
SUV39H1,AZD8055,0.861111111,85.3198951
TBCD,AZD8055,0.861111111,91.37226897
TPD52L1,AZD8055,0.861111111,85.3198951
LMNB1,AZD8055,0.888888889,85.12839665
ORC6,AZD8055,0.888888889,100
SORBS3,AZD8055,0.888888889,85.12839665
TRIB2,AZD8055,0.888888889,100
CDCA3,AZD8055,0.888888889,100
CFH,AZD8055,0.888888889,90.68860349
HMGB2,AZD8055,0.888888889,89.50559238
MAP3K8,AZD8055,0.888888889,90.68860349
LAMC2,AZD8055,0.861111111,85.3198951
LLGL1,AZD8055,0.861111111,85.3198951
SMC1A,AZD8055,0.861111111,85.3198951
TSPAN13,AZD8055,0.861111111,85.3198951
CENPF,AZD8055,0.833333333,89.40367245
COL6A2,AZD8055,0.833333333,100
INCENP,AZD8055,0.833333333,89.40367245
SMARCC1,AZD8055,0.833333333,90.58533646
CAPG,AZD8055,1,85.3198951
FJX1,AZD8055,0.888888889,90.14036712
TRIM25,AZD8055,0.888888889,88.88770269
ANPEP,AZD8055,0.888888889,91.96687077
B4GALT5,AZD8055,0.888888889,83.93374153
CHRNB1,AZD8055,0.888888889,83.93374153
CIT,AZD8055,0.888888889,83.93374153
CKS2,AZD8055,0.888888889,83.93374153
COL4A1,AZD8055,0.888888889,83.93374153
CRAT,AZD8055,0.888888889,83.93374153
DNMT1,AZD8055,0.888888889,83.93374153
GCH1,AZD8055,0.888888889,83.93374153
ITGAV,AZD8055,0.888888889,83.93374153
JUP,AZD8055,0.888888889,83.93374153
SORBS1,AZD8055,0.888888889,83.93374153
TOB1,AZD8055,0.888888889,83.93374153
DKK1,AZD8055,0.861111111,100
FOXO4,AZD8055,0.861111111,85.3198951
SNRPD1,AZD8055,0.861111111,85.3198951
ATP6AP1,AZD8055,1,85.3198951
SYNPO,AZD8055,1,85.3198951
EXOSC8,AZD8055,1,85.3198951
INHBA,AZD8055,1,85.3198951
MVB12A,AZD8055,1,85.3198951
DEPDC1,AZD8055,1,85.12839665
NDUFB3,AZD8055,1,85.12839665
CKB,AZD8055,1,86.43287269
MYH10,AZD8055,1,100
NMI,AZD8055,1,100
CASP4,AZD8055,0.944444444,100
SECTM1,AZD8055,0.944444444,100
FDFT1,AZD8055,1,82.79404249
SPTAN1,AZD8055,1,82.79404249
PNPT1,AZD8055,0.833333333,85.3198951
SLC27A2,AZD8055,0.833333333,100
TPM2,AZD8055,0.833333333,85.3198951
DUSP6,AZD8055,0.833333333,98.69552396
LY6E,AZD8055,0.833333333,85.12839665
RBBP8,AZD8055,0.833333333,85.12839665
LOXL1,AZD8055,0.944444444,86.43287269
GBP2,AZD8055,0.888888889,85.12839665
CDKN2A,AZD8055,0.833333333,98.49076399
CXCL1,AZD8055,0.833333333,82.79404249
ECH1,AZD8055,0.833333333,82.79404249
HMMR,AZD8055,0.833333333,100
PPP1R3C,AZD8055,0.833333333,82.79404249
RBBP7,AZD8055,0.833333333,82.79404249
ANP32E,AZD8055,0.833333333,85.3198951
GLIPR1,AZD8055,0.833333333,85.3198951
KATNB1,AZD8055,0.833333333,98.71232142
PRC1,AZD8055,0.833333333,85.3198951
