cell_line,agent,type,Subtype1,Subtype2,GR50,GRmax,GR_AOC,GEC50,Grinf,h_GR,r2_GR,pval_GR,flat_fit_GR,IC50,Emax,AUC,EC50,Einf,h,r2_IC,pval_IC,flat_fit_IC,MedianGR50,SubMedianGR50,MedianGR50,SubMedianGR50,MedianGRmax
HuCCT-1,Bortezomib,Targeted drug,Proteosome,Proteosome,0.009765625,-0.927690673,1.874178179,0.007272754,-0.936014783,3.153386014,0.909466359,0.0000766,NA,0.013469982,0.000605308,0.024392145,0.006734991,0.000492442,2.505,0.481207546,0.499999976,NA,-2.010299957,0,-2.010299957,0,-0.856979377
HuH-28,Bortezomib,Targeted drug,Proteosome,Proteosome,0.009765625,-0.997377663,1.957712284,0.006831643,-0.98802554,3.678393868,0.978299569,0.000000314,NA,0.006512563,0.004814572,0.036202026,0.006456967,0.008756304,2.061765101,0.997877092,2.75E-12,NA,-2.010299957,0,-2.010299957,0,-0.856979377
KKU-055,Bortezomib,Targeted drug,Proteosome,Proteosome,0.009765625,-0.754912892,1.701586812,0.008301551,-0.731014788,4.987219858,0.985551072,9.48E-09,NA,0.004879348,0.000528522,0.002598105,0.002436485,0.003839584,2.504999965,0.465046491,0.500002993,NA,-2.010299957,0,-2.010299957,0,-0.856979377
KKU-100,Bortezomib,Targeted drug,Proteosome,Proteosome,0.009765625,-0.846388091,1.790019943,0.006156327,-0.811168251,3.423139439,0.923996024,0.0000733,NA,0.002938752,0.003826687,0.00951359,0.00292579,0.004986663,2.277333126,0.997366823,6.59E-12,NA,-2.010299957,0,-2.010299957,0,-0.856979377
KKU-156,Bortezomib,Targeted drug,Proteosome,Proteosome,0.009765625,-0.77758852,1.711326341,0.008170498,-0.743125008,4.572359201,0.978458536,3.25E-08,NA,10,0.000840981,0.003964871,0,0.005968698,0.01,8.93E-08,0.999999599,0.005968698,-2.010299957,0,-2.010299957,0,-0.856979377
KKU-213,Bortezomib,Targeted drug,Proteosome,Proteosome,0.009765625,-0.816427736,1.744962898,0.009152073,-0.799842863,3.324412206,0.992623112,2.96E-10,NA,0.006125987,0.000341684,0.00563758,0.003062416,0.005501431,2.504918159,0.499702667,0.499999756,NA,-2.010299957,0,-2.010299957,0,-0.856979377
KKU-214,Bortezomib,Targeted drug,Proteosome,Proteosome,0.009765625,-0.856979377,1.807752385,0.006952137,-0.824046843,4.993745564,0.927550194,0.00000969,NA,0.001675224,0.000389674,0.001386089,0.000836957,0.001347872,1.239083377,0.485368267,0.499999963,NA,-2.010299957,0,-2.010299957,0,-0.856979377
KKK-D068,Bortezomib,Targeted drug,Proteosome,Proteosome,0.009765625,-0.93641985,1.904541342,0.00696585,-0.921618076,4.982765618,0.963687807,0.000000508,NA,0.004517877,0.003574629,0.008460804,0.004504819,0.005348494,3.795251376,0.987814884,2.90E-09,NA,-2.010299957,0,-2.010299957,0,-0.856979377
KKK-D131,Bortezomib,Targeted drug,Proteosome,Proteosome,0.009765625,-0.950204689,1.805423902,0.012958767,-0.948580763,2.114355415,0.999120369,1.06E-13,NA,0.0088717,0.000786426,0.035005066,0.008869935,0.000268241,2.677088076,0.999654218,1.52E-15,NA,-2.010299957,0,-2.010299957,0,-0.856979377
KKK-D138,Bortezomib,Targeted drug,Proteosome,Proteosome,0.009765625,-0.910235572,1.876011719,0.0000977,-0.898571951,0.645963885,0.894608843,0.00004255,NA,0.002285533,0.004176248,0.007614337,0.001136568,0.007237771,1.520432638,0.310308139,0.506379974,NA,-2.010299957,0,-2.010299957,0,-0.856979377
RBE,Bortezomib,Targeted drug,Proteosome,Proteosome,0.009765625,-0.860161014,1.469986878,0.012229937,-1,0.34771684,0.980479736,0.000000021,NA,0.001331245,0.006266771,0.097070397,0.001331245,0,0.46837949,0.986275652,4.49E-09,NA,-2.010299957,0,-2.010299957,0,-0.856979377
SSP-25,Bortezomib,Targeted drug,Proteosome,Proteosome,0.01802841,-0.886126824,1.553720219,0.028859259,-0.86097542,2.128569507,0.993949837,2.15E-10,NA,0.020075984,0.003545766,0.119051332,0.019948926,0.009669723,3.05430844,0.997977797,4.28E-12,NA,-2.010299957,0.266257383,-2.010299957,0.266257383,-0.856979377
TFK-1,Bortezomib,Targeted drug,Proteosome,Proteosome,0.009765625,-0.771719801,1.548103671,0.011692437,-0.731791517,1.09534617,0.984552887,9.69E-09,NA,0.007048208,0.002290185,0.031575479,0.006959985,0.024069548,3.534201959,0.916097282,0.000147624,NA,-2.010299957,0,-2.010299957,0,-0.856979377
YSCCC,Bortezomib,Targeted drug,Proteosome,Proteosome,0.009765625,-0.855180078,1.757943155,0.006936156,-0.873467273,1.217806074,0.98951604,2.30E-09,NA,0.005671444,0.034891561,0.073394568,0.005412915,0.028514461,1.258455516,0.990606796,1.10E-09,NA,-2.010299957,0,-2.010299957,0,-0.856979377
HuCCA-1,Pacritinib,Targeted drug,JAK_STAT_signaling,JAK_STAT_signaling_JAK,1.619044176,-0.559192265,0.301070059,2.60212349,-0.689450372,1.832191111,0.986812119,1.47E-08,NA,2.199030771,0.096140861,0.810664996,2.078821122,0.051464909,1.922609795,0.979526963,9.83E-08,NA,-0.036773389,0.246032088,-0.036773389,0.246032088,-0.852399263
HuCCT-1,Pacritinib,Targeted drug,JAK_STAT_signaling,JAK_STAT_signaling_JAK,0.870392684,-0.939422714,0.536811713,1.369751687,-0.941978259,2.340266841,0.998328376,9.68E-13,NA,0.867590229,0.000330938,0.667810976,0.867590229,0,2.961164544,0.99459365,1.96E-10,NA,-0.036773389,-0.023511379,-0.036773389,-0.023511379,-0.852399263
HuH-28,Pacritinib,Targeted drug,JAK_STAT_signaling,JAK_STAT_signaling_JAK,0.656671221,-0.999787107,0.641094181,0.913928574,-1,3.330173866,0.988433035,4.09E-09,NA,1.009567433,0.00059666,0.686758579,1.009567433,0,3.271260906,0.991703545,8.06E-10,NA,-0.036773389,-0.145878627,-0.036773389,-0.145878627,-0.852399263
KKU-055,Pacritinib,Targeted drug,JAK_STAT_signaling,JAK_STAT_signaling_JAK,0.584851075,-0.890980002,0.714531229,0.732477201,-0.878913223,4.516200848,0.999053837,2.56E-14,NA,0.502969917,0.000102132,0.563511798,0.502969917,0,3.630320131,0.997660126,1.82E-12,NA,-0.036773389,-0.196181318,-0.036773389,-0.196181318,-0.852399263
KKU-100,Pacritinib,Targeted drug,JAK_STAT_signaling,JAK_STAT_signaling_JAK,1.702920218,-0.928375454,0.416231552,2.823805999,-1,2.176569403,0.981497237,1.62E-08,NA,1.635530241,0.001054158,0.712752,1.635530241,0,1.69340078,0.977365591,0.00000004,NA,-0.036773389,0.267967691,-0.036773389,0.267967691,-0.852399263
KKU-156,Pacritinib,Targeted drug,JAK_STAT_signaling,JAK_STAT_signaling_JAK,0.544872035,-0.84016075,0.646355485,0.890087252,-0.867794227,2.053199074,0.998115497,7.40E-13,NA,0.440127141,0.000212371,0.556341525,0.439615665,0.001842447,3.058208344,0.997586957,5.31E-12,NA,-0.036773389,-0.226932092,-0.036773389,-0.226932092,-0.852399263
KKU-213,Pacritinib,Targeted drug,JAK_STAT_signaling,JAK_STAT_signaling_JAK,1.008490716,-0.843286522,0.481555926,1.388107912,-0.779305668,2.942961877,0.996257007,2.22E-11,NA,0.933138926,0.000420916,0.684107237,0.931848279,0.003138827,4.534700866,0.992540209,2.17E-09,NA,-0.036773389,0.040445294,-0.036773389,0.040445294,-0.852399263
KKU-214,Pacritinib,Targeted drug,JAK_STAT_signaling,JAK_STAT_signaling_JAK,1.009996937,-0.845480366,0.454655953,1.43126024,-0.786137735,2.716375293,0.989118966,1.48E-09,NA,0.958064499,0.00055971,0.718235204,0.955794226,0.005496062,4.719158481,0.973132347,0.000000162,NA,-0.036773389,0.041093446,-0.036773389,0.041093446,-0.852399263
KKK-D068,Pacritinib,Targeted drug,JAK_STAT_signaling,JAK_STAT_signaling_JAK,0.835322168,-0.839504064,0.498674962,1.368391996,-0.823232506,1.97467779,0.995617209,6.10E-11,NA,0.929112511,0.007269146,0.681773584,0.9168025,0.016281312,2.465193397,0.99305131,4.54E-10,NA,-0.036773389,-0.041372604,-0.036773389,-0.041372604,-0.852399263
KKK-D131,Pacritinib,Targeted drug,JAK_STAT_signaling,JAK_STAT_signaling_JAK,0.48308627,-0.91634214,0.675478552,0.687799114,-0.770145078,2.639617822,0.990440835,8.33E-10,NA,0.515227827,0.001469515,0.576490863,0.512784607,0.006505511,2.709524799,0.996855692,6.81E-12,NA,-0.036773389,-0.279201916,-0.036773389,-0.279201916,-0.852399263
KKK-D138,Pacritinib,Targeted drug,JAK_STAT_signaling,JAK_STAT_signaling_JAK,0.644401308,-0.937210989,0.611878647,0.950956628,-0.869137101,2.589453974,0.996577052,1.06E-11,NA,0.650384765,0.000288311,0.623602532,0.650384765,0,3.32104708,0.993331065,1.84E-10,NA,-0.036773389,-0.154070198,-0.036773389,-0.154070198,-0.852399263
RBE,Pacritinib,Targeted drug,JAK_STAT_signaling,JAK_STAT_signaling_JAK,0.918811899,-0.82293923,0.530356669,1.337067805,-0.85091676,2.649410212,0.997976476,8.80E-13,NA,1.001638498,0.009986518,0.677085947,1.001638498,0,2.647510159,0.996130406,3.00E-11,NA,-0.036773389,0,-0.036773389,0,-0.852399263
SSP-25,Pacritinib,Targeted drug,JAK_STAT_signaling,JAK_STAT_signaling_JAK,1.369166256,-0.852399263,0.430490087,1.947652072,-0.858377548,2.835820075,0.999062848,7.21E-14,NA,1.335610951,0.00159481,0.71707434,1.335610951,0,3.344030141,0.99602997,3.00E-11,NA,-0.036773389,0.173229576,-0.036773389,0.173229576,-0.852399263
TFK-1,Pacritinib,Targeted drug,JAK_STAT_signaling,JAK_STAT_signaling_JAK,1.157223139,-0.635422019,0.401636932,1.773372229,-0.606583683,1.871576144,0.986426074,4.12E-09,NA,1.040397727,0.007429749,0.668747746,1.035870136,0.004932236,2.262612693,0.995902068,4.16E-11,NA,-0.036773389,0.100190498,-0.036773389,0.100190498,-0.852399263
YSCCC,Pacritinib,Targeted drug,JAK_STAT_signaling,JAK_STAT_signaling_JAK,1.373662551,-0.985682042,0.455740019,2.086978075,-1,2.627266362,0.99736246,3.42E-12,NA,1.573304209,0.000262044,0.735285712,1.573304209,0,2.794969404,0.997505398,5.90E-12,NA,-0.036773389,0.174653448,-0.036773389,0.174653448,-0.852399263
HuCCA-1,Panobinostat,Targeted drug,Epigenetic,Epigenetic_HDAC,0.032903013,-0.710843502,1.15960151,0.075910862,-0.685836396,1.033542426,0.988317742,2.04E-09,NA,0.06426597,0.067936935,0.329216711,0.05454631,0.087711885,1.176226488,0.98910358,1.51E-09,NA,-1.983152528,0.500388197,-1.983152528,0.500388197,-0.849517873
HuCCT-1,Panobinostat,Targeted drug,Epigenetic,Epigenetic_HDAC,0.012785599,-0.904828623,1.401747061,0.037933637,-0.839909675,0.906406992,0.987342546,3.13E-09,NA,0.019874111,0.005412125,0.164831855,0.019249337,0.017877966,1.123164496,0.987790172,5.96E-09,NA,-1.983152528,0.089873608,-1.983152528,0.089873608,-0.849517873
HuH-28,Panobinostat,Targeted drug,Epigenetic,Epigenetic_HDAC,0.012309835,-0.997804399,1.676178848,0.025895917,-0.997973706,1.480525652,0.988326451,3.37E-09,NA,0.038853306,0.008167771,0.217756935,0.038671987,0.002839872,1.279151675,0.991472959,6.34E-10,NA,-1.983152528,0.07340476,-1.983152528,0.07340476,-0.849517873
KKU-055,Panobinostat,Targeted drug,Epigenetic,Epigenetic_HDAC,0.015644921,-0.849517873,1.509855088,0.025593312,-0.783013297,1.913540047,0.990221388,1.13E-09,NA,0.016807056,0.003411171,0.101372809,0.016691983,0.008383565,2.466934717,0.998609251,1.57E-13,NA,-1.983152528,0.177525903,-1.983152528,0.177525903,-0.849517873
KKU-100,Panobinostat,Targeted drug,Epigenetic,Epigenetic_HDAC,0.006228763,-0.933970172,1.532854693,0.030070828,-1,0.696555386,0.97171231,0.000000159,NA,0.008308039,0.000354811,0.077562637,0.008082697,0.049330157,3.069718499,0.812813285,0.00399,NA,-1.983152528,-0.222445665,-1.983152528,-0.222445665,-0.849517873
KKU-156,Panobinostat,Targeted drug,Epigenetic,Epigenetic_HDAC,0.010011173,-0.824828723,1.52258239,0.024814968,-0.847581595,1.091945085,0.995225654,4.11E-11,NA,0.006960817,0.000291637,0.044734911,0.006960817,0,1.542659551,0.998912564,1.08E-13,NA,-1.983152528,-0.016362505,-1.983152528,-0.016362505,-0.849517873
KKU-213,Panobinostat,Targeted drug,Epigenetic,Epigenetic_HDAC,0.007708017,-0.845330006,1.577884771,0.018337795,-0.843338429,1.140351924,0.984661796,6.95E-09,NA,0.004164251,0.000158451,0.030307682,0.004164251,0,1.314449077,0.974962154,7.22E-08,NA,-1.983152528,-0.129904808,-1.983152528,-0.129904808,-0.849517873
KKU-214,Panobinostat,Targeted drug,Epigenetic,Epigenetic_HDAC,0.011016603,-0.786802336,1.540584002,0.019476116,-0.763317454,1.628577036,0.994840298,7.90E-11,NA,0.01050507,0.003747387,0.062815734,0.010477579,0.002614152,1.928181676,0.995112102,2.02E-10,NA,-1.983152528,0.025200228,-1.983152528,0.025200228,-0.849517873
KKK-D068,Panobinostat,Targeted drug,Epigenetic,Epigenetic_HDAC,0.009325751,-0.941245693,1.703149643,0.016521734,-0.904997343,1.788797177,0.994768759,8.10E-11,NA,0.015646383,0.017362191,0.123074495,0.015136383,0.029222647,1.821623947,0.995098257,8.09E-11,NA,-1.983152528,-0.047163656,-1.983152528,-0.047163656,-0.849517873
KKK-D131,Panobinostat,Targeted drug,Epigenetic,Epigenetic_HDAC,0.006452439,-0.890558804,1.53652464,0.022202189,-0.897903935,0.833369705,0.996064911,2.47E-11,NA,0.016711592,0.024765301,0.172289866,0.015888601,0.021567154,0.88027303,0.995766559,4.77E-11,NA,-1.983152528,-0.207123564,-1.983152528,-0.207123564,-0.849517873
KKK-D138,Panobinostat,Targeted drug,Epigenetic,Epigenetic_HDAC,0.01039555,-0.988076973,1.75032578,0.017054415,-0.946493903,2.146274417,0.990638081,1.25E-09,NA,0.013112823,0.000251537,0.069349441,0.013054542,0.006522105,2.943478733,0.997489342,3.00E-12,NA,-1.983152528,0,-1.983152528,0,-0.849517873
RBE,Panobinostat,Targeted drug,Epigenetic,Epigenetic_HDAC,0.024570257,-0.625125489,1.173341353,0.050553625,-0.58486608,1.079036182,0.989257325,1.40E-09,NA,0.026492652,0.02282796,0.193724635,0.025039713,0.037679968,1.397126568,0.989755943,1.16E-09,NA,-1.983152528,0.373562228,-1.983152528,0.373562228,-0.849517873
SSP-25,Panobinostat,Targeted drug,Epigenetic,Epigenetic_HDAC,0.009748858,-0.910257155,1.509019498,0.032053891,-0.934644269,0.885668744,0.977918118,4.32E-08,NA,0.010291455,0.002246635,0.11290344,0.009718402,0.124539735,5,0.522224116,0.0361,NA,-1.983152528,-0.027893727,-1.983152528,-0.027893727,-0.849517873
TFK-1,Panobinostat,Targeted drug,Epigenetic,Epigenetic_HDAC,0.022369615,-0.376778604,1.101581205,0.028641335,-0.322084857,2.014483778,0.989179367,1.50E-09,NA,0.021205165,0.049968439,0.174998474,0.020106309,0.069253297,2.804049534,0.99384391,1.16E-10,NA,-1.983152528,0.332811038,-1.983152528,0.332811038,-0.849517873
YSCCC,Panobinostat,Targeted drug,Epigenetic,Epigenetic_HDAC,0.006723448,-0.556501726,1.30533077,0.013013492,-0.486674066,1.030407579,0.970842178,0.000000159,NA,0.011796833,0.084428221,0.186701375,0.009571393,0.113270721,1.229509286,0.980894556,2.47E-08,NA,-1.983152528,-0.189255421,-1.983152528,-0.189255421,-0.849517873
HuCCA-1,Fedratinib,Targeted drug,JAK_STAT_signaling,JAK_STAT_signaling_JAK,1.934117549,-0.281518243,0.228755089,2.904390497,-0.418030422,1.52485839,0.967309336,0.000000388,NA,2.631088696,0.189960279,0.844772979,2.021531292,0.190025395,1.805491993,0.961006205,0.000000904,NA,-0.01675829,0.303241156,-0.01675829,0.303241156,-0.848041453
HuCCT-1,Fedratinib,Targeted drug,JAK_STAT_signaling,JAK_STAT_signaling_JAK,0.96214762,-0.785957123,0.406195637,2.716719361,-1,1.060296496,0.954623123,0.000000942,NA,0.808149239,0.006583356,0.684813852,0.72291216,0.104387758,2.100003642,0.983072377,1.08E-08,NA,-0.01675829,0,-0.01675829,0,-0.848041453
HuH-28,Fedratinib,Targeted drug,JAK_STAT_signaling,JAK_STAT_signaling_JAK,0.538670881,-0.999050404,0.676761725,0.926139868,-1,2.028149853,0.989776397,1.49E-09,NA,1.023968698,0.001134173,0.673865815,1.023968698,0,2.041894076,0.990780178,8.44E-10,NA,-0.01675829,-0.25191821,-0.01675829,-0.25191821,-0.848041453
KKU-055,Fedratinib,Targeted drug,JAK_STAT_signaling,JAK_STAT_signaling_JAK,0.642193504,-0.946026068,0.608901401,0.87570673,-0.81356454,3.114500874,0.991707833,7.66E-10,NA,0.595873568,0.0000592,0.619589207,0.595873568,0,4.465825486,0.98927468,1.38E-09,NA,-0.01675829,-0.175575802,-0.01675829,-0.175575802,-0.848041453
KKU-100,Fedratinib,Targeted drug,JAK_STAT_signaling,JAK_STAT_signaling_JAK,1.797151216,-0.601526743,0.325083712,3.761061733,-0.975410802,1.463408342,0.99568563,3.59E-11,NA,1.878750931,0.030588012,0.7486804,1.878750931,0,1.793709038,0.990025831,2.29E-09,NA,-0.01675829,0.271342911,-0.01675829,0.271342911,-0.848041453
KKU-156,Fedratinib,Targeted drug,JAK_STAT_signaling,JAK_STAT_signaling_JAK,0.750254038,-0.848041453,0.524788912,1.733726047,-1,1.308872557,0.991856827,4.67E-10,NA,0.521764957,0.000224244,0.583120829,0.514764015,0.013717119,2.042700651,0.994517503,7.23E-11,NA,-0.01675829,-0.108033368,-0.01675829,-0.108033368,-0.848041453
KKU-213,Fedratinib,Targeted drug,JAK_STAT_signaling,JAK_STAT_signaling_JAK,0.839618616,-0.917593746,0.509986373,1.71902768,-1,1.532733589,0.984340145,7.54E-09,NA,0.609737842,0.00005275,0.629641969,0.593972583,0.037461798,2.956909825,0.990182648,0.000000001,NA,-0.01675829,-0.059159651,-0.01675829,-0.059159651,-0.848041453
KKU-214,Fedratinib,Targeted drug,JAK_STAT_signaling,JAK_STAT_signaling_JAK,0.86130557,-0.848472558,0.451604226,2.447556552,-1,1.052569703,0.966111227,0.000000292,NA,0.57562827,0.000334915,0.600632571,0.550112179,0.038656975,1.768314254,0.992398466,3.22E-10,NA,-0.01675829,-0.048084454,-0.01675829,-0.048084454,-0.848041453
KKK-D068,Fedratinib,Targeted drug,JAK_STAT_signaling,JAK_STAT_signaling_JAK,0.776362758,-0.706115273,0.451294279,1.885694386,-0.890039322,1.153786221,0.980327272,0.000000022,NA,0.835619596,0.023247325,0.684515698,0.768671569,0.066022218,1.694575162,0.976506985,6.36E-08,NA,-0.01675829,-0.093177016,-0.01675829,-0.093177016,-0.848041453
KKK-D131,Fedratinib,Targeted drug,JAK_STAT_signaling,JAK_STAT_signaling_JAK,1.13899438,-0.93257771,0.406162728,2.41388647,-1,1.463979724,0.982244976,1.39E-08,NA,1.194389583,0.000995415,0.724984379,1.192667672,0.001178179,1.680199513,0.978652054,3.06E-08,NA,-0.01675829,0.073279871,-0.01675829,0.073279871,-0.848041453
KKK-D138,Fedratinib,Targeted drug,JAK_STAT_signaling,JAK_STAT_signaling_JAK,0.818161286,-0.935589611,0.530720026,1.396765809,-0.976865472,2.030568604,0.994915653,4.77E-11,NA,0.774323029,0.000254317,0.671598285,0.773745044,0.000956801,2.631210253,0.981817815,0.000000015,NA,-0.01675829,-0.070402784,-0.01675829,-0.070402784,-0.848041453
RBE,Fedratinib,Targeted drug,JAK_STAT_signaling,JAK_STAT_signaling_JAK,1.365125448,-0.940285442,0.433063218,2.114521861,-1,2.510611021,0.993767256,1.21E-10,NA,1.460134217,0.001266897,0.744490516,1.460134217,0,2.669747785,0.988855377,1.66E-09,NA,-0.01675829,0.151930853,-0.01675829,0.151930853,-0.848041453
SSP-25,Fedratinib,Targeted drug,JAK_STAT_signaling,JAK_STAT_signaling_JAK,2.096508168,-0.817917238,0.30400373,4.006448096,-1,1.696712707,0.982254167,1.43E-08,NA,1.837816163,0.002884217,0.755481672,1.837816163,0,1.612422339,0.994064715,1.09E-10,NA,-0.01675829,0.338254849,-0.01675829,0.338254849,-0.848041453
TFK-1,Fedratinib,Targeted drug,JAK_STAT_signaling,JAK_STAT_signaling_JAK,2.021913653,-0.327413121,0.262064021,2.960993757,-0.464924783,1.725517547,0.994658078,6.21E-11,NA,1.722948893,0.040283951,0.757473113,1.676108005,0.029675416,2.18897554,0.993498692,1.44E-10,NA,-0.01675829,0.322520895,-0.01675829,0.322520895,-0.848041453
YSCCC,Fedratinib,Targeted drug,JAK_STAT_signaling,JAK_STAT_signaling_JAK,3.109766111,-0.246608663,0.210387015,7.074349229,-1,1.342971396,0.997347536,2.58E-12,NA,4.021922631,0.181096058,0.842411059,4.021922631,0,1.473058131,0.995033212,4.32E-11,NA,-0.01675829,0.509486017,-0.01675829,0.509486017,-0.848041453
HuCCA-1,NVP-AEW541,Targeted drug,RTK_signaling_IGFR,RTK_signaling_IGFR,3.883263521,-0.078987636,0.190198593,8.174723645,-0.887517528,1.385638456,0.983561204,1.42E-08,NA,5.530471105,0.287263793,0.861656101,5.530471105,0,1.465934574,0.976175586,8.16E-08,NA,0.346023002,0.243173861,0.346023002,0.243173861,-0.822289721
HuCCT-1,NVP-AEW541,Targeted drug,RTK_signaling_IGFR,RTK_signaling_IGFR,2.218313907,-0.813265507,0.322837026,2.831842968,-0.801585615,3.91857259,0.998336794,3.16E-13,NA,2.262120028,0.004446037,0.787338275,2.25839727,0.004102081,5,0.997850866,1.25E-12,NA,0.346023002,0,0.346023002,0,-0.822289721
HuH-28,NVP-AEW541,Targeted drug,RTK_signaling_IGFR,RTK_signaling_IGFR,2.511957771,-0.999025156,0.319829789,3.129223514,-1,5,0.991642106,4.51E-10,NA,3.23824529,0.001818952,0.843918395,3.23824529,0,5,0.993479894,1.53E-10,NA,0.346023002,0.053989332,0.346023002,0.053989332,-0.822289721
KKU-055,NVP-AEW541,Targeted drug,RTK_signaling_IGFR,RTK_signaling_IGFR,5.03505188,-0.818290954,0.1202413,6.30185046,-1,4.896394591,0.995146717,5.45E-11,NA,4.476155334,0.000302423,0.923165712,4.476155334,0,4.3686759,0.967084507,0.000000434,NA,0.346023002,0.355980948,0.346023002,0.355980948,-0.822289721
KKU-100,NVP-AEW541,Targeted drug,RTK_signaling_IGFR,RTK_signaling_IGFR,1.257719953,-0.643319632,0.410340125,3.888281773,-1,0.972788031,0.939864656,0.000003365,NA,1.18789908,0.022192504,0.652306731,1.18789908,0,0.773637199,0.942664904,0.00000267,NA,0.346023002,-0.246439051,0.346023002,-0.246439051,-0.822289721
KKU-156,NVP-AEW541,Targeted drug,RTK_signaling_IGFR,RTK_signaling_IGFR,1.135901176,-0.822289721,0.454709266,1.645832766,-0.86786927,2.730798178,0.986500711,2.58E-08,NA,0.944683473,0.00034221,0.716821129,0.944683473,0,3.184592581,0.923126436,0.0000784,NA,0.346023002,-0.290682453,0.346023002,-0.290682453,-0.822289721
KKU-213,NVP-AEW541,Targeted drug,RTK_signaling_IGFR,RTK_signaling_IGFR,1.102097365,-0.912889175,0.52312515,1.601321387,-0.926529435,2.80572278,0.997877717,9.68E-13,NA,0.895361157,0.00003295,0.634432087,0.895361157,0,2.58908714,0.987847083,2.41E-09,NA,0.346023002,-0.303803038,0.346023002,-0.303803038,-0.822289721
KKU-214,NVP-AEW541,Targeted drug,RTK_signaling_IGFR,RTK_signaling_IGFR,1.198310506,-0.888266939,0.461870712,2.478169741,-1,1.50971743,0.986727223,3.58E-09,NA,0.715508779,0.0000822,0.595538145,0.715508779,0,1.186260489,0.982574799,1.29E-08,NA,0.346023002,-0.267453635,0.346023002,-0.267453635,-0.822289721
KKK-D068,NVP-AEW541,Targeted drug,RTK_signaling_IGFR,RTK_signaling_IGFR,2.976660246,-0.969335379,0.280026295,4.190115938,-1,3.216546985,0.994698807,1.92E-10,NA,3.228752213,0.000586831,0.819005627,3.228752213,0,3.324314299,0.991242482,2.88E-09,NA,0.346023002,0.127706266,0.346023002,0.127706266,-0.822289721
